NUMT_ID	Bonobo	Chimpanzee	Human	Gorilla	Sorang	Borang	Catherine	Hermien	Hortense	Kombote	Natalie	Desmond
mPanPan1_numt390	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt391	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt392	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt393	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1
mPanPan1_numt394	1	0	0	0	0	0	1	0	1	1	1	1
mPanPan1_numt395	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt396	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt397	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt398	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt399	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt400	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt401	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt402	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt403	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1
mPanPan1_numt404	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt405	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt406	1	1	1	1	1	0	1	1	1	1	1	1
mPanPan1_numt407	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt408	1	0	0	0	0	0	1	0	1	0	1	0
mPanPan1_numt409	1	1	1	1	0	1	1	1	1	1	1	1
mPanPan1_numt410	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt411	1	1	1	1	0	1	1	1	1	1	1	1
mPanPan1_numt412	1	1	1	1	0	1	1	1	1	1	1	1
mPanPan1_numt413	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt414	1	1	1	1	0	0	NaN	NaN	NaN	NaN	NaN	NaN
mPanPan1_numt415	1	1	1	1	0	1	1	1	1	1	1	1
mPanPan1_numt416	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt417	1	1	1	1	0	1	1	1	1	1	1	1
mPanPan1_numt418	1	1	1	1	0	1	1	1	0	1	1	1
mPanPan1_numt419	1	1	1	1	0	1	1	0	1	1	1	1
mPanPan1_numt420	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt421	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt422	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt423	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt424	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt425	1	1	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN
mPanPan1_numt426	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt427	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt428	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt429	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt430	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt431	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt432	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt433	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt434	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt435	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt436	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt437	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt438	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt439	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt440	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt441	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt442	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt443	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt444	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt445	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt446	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt447	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt448	1	1	0	1	0	0	1	1	1	1	1	1
mPanPan1_numt449	1	1	0	1	1	1	1	1	1	1	1	1
mPanPan1_numt450	1	1	0	1	1	1	1	1	1	1	1	1
mPanPan1_numt451	1	1	0	1	1	1	1	1	1	1	1	1
mPanPan1_numt452	1	1	0	1	0	1	1	1	1	1	1	1
mPanPan1_numt453	1	1	0	1	0	0	1	1	1	1	1	1
mPanPan1_numt454	1	1	0	1	0	0	1	1	1	1	1	1
mPanPan1_numt455	1	1	0	1	1	1	1	1	1	1	1	1
mPanPan1_numt456	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt457	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt458	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt459	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt460	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt461	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1
mPanPan1_numt462	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt463	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt464	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt465	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt466	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt467	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt468	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt469	1	1	0	0	0	0	1	1	0	1	0	1
mPanPan1_numt470	1	1	0	1	0	0	1	1	1	1	1	1
mPanPan1_numt471	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt472	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt473	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt474	1	1	1	1	1	1	1	0	1	1	1	1
mPanPan1_numt475	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt476	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt477	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt478	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt479	1	1	1	0	1	0	1	1	1	1	1	1
mPanPan1_numt480	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt481	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt482	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt483	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt484	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt485	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt486	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt487	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt488	1	1	0	1	0	0	1	1	1	1	1	1
mPanPan1_numt489	1	1	0	1	0	0	1	1	1	1	1	1
mPanPan1_numt490	1	1	0	1	0	0	1	1	1	1	1	1
mPanPan1_numt491	1	1	0	1	0	0	1	1	1	1	1	1
mPanPan1_numt492	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt493	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt494	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt495	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt496	1	1	0	1	0	0	1	1	1	1	1	1
mPanPan1_numt497	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt498	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt499	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt500	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt501	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt502	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt503	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt504	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1
mPanPan1_numt505	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt506	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt507	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt508	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt509	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt510	1	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	NaN
mPanPan1_numt511	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt512	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt513	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1
mPanPan1_numt514	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt515	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt516	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt517	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt518	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt519	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt520	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt521	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt522	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt523	1	1	0	1	0	0	1	1	1	1	1	1
mPanPan1_numt524	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt525	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt526	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt527	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt528	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt529	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt530	1	0	0	0	0	0	1	0	1	0	0	0
mPanPan1_numt531	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt532	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt533	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt534	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt535	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt536	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1
mPanPan1_numt537	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1
mPanPan1_numt538	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1
mPanPan1_numt539	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt540	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt541	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt542	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt543	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt544	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt545	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt546	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt547	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1
mPanPan1_numt548	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt549	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt550	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt551	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt552	1	1	1	1	1	0	1	1	1	1	1	1
mPanPan1_numt553	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt554	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt555	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt556	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt557	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt558	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt559	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt560	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt561	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt562	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt563	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt564	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt565	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt566	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt567	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1
mPanPan1_numt568	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt569	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt570	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt571	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt572	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt573	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt574	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt575	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt576	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt577	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt578	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt579	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt580	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt581	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt582	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt583	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt584	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt585	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt586	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt587	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt588	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt589	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt590	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt591	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt592	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt593	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt594	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt595	1	1	0	0	0	0	1	0	1	1	1	1
mPanPan1_numt596	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt597	1	1	1	1	1	1	0	0	0	0	0	0
mPanPan1_numt598	1	1	1	1	1	1	0	0	1	0	0	0
mPanPan1_numt599	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt600	1	1	1	1	1	0	1	1	1	1	1	1
mPanPan1_numt601	1	1	1	1	0	0	1	1	1	0	1	1
mPanPan1_numt602	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt603	1	1	0	1	0	0	1	1	1	1	1	1
mPanPan1_numt604	1	1	1	1	1	0	1	1	1	1	1	1
mPanPan1_numt605	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt606	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt607	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt608	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt609	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt610	1	1	1	0	0	1	1	1	1	1	1	1
mPanPan1_numt611	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt612	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt613	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt614	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt615	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt616	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	1	1	1
mPanPan1_numt617	1	1	1	0	0	1	1	1	1	1	1	1
mPanPan1_numt618	1	1	0	0	0	0	1	0	1	1	1	1
mPanPan1_numt619	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt620	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt621	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt622	1	1	1	0	1	0	1	1	1	1	1	1
mPanPan1_numt623	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt624	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt625	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt626	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt627	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt628	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt629	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt630	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt631	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt632	1	0	1	0	0	0	1	1	0	1	1	1
mPanPan1_numt633	1	1	1	0	1	0	1	1	1	1	1	1
mPanPan1_numt634	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt635	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt636	1	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	NaN
mPanPan1_numt637	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt638	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt639	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt640	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt641	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt642	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt643	1	1	1	1	0	1	1	1	1	1	1	1
mPanPan1_numt644	1	1	0	1	1	1	1	1	1	1	1	1
mPanPan1_numt645	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt646	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt647	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt648	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt649	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt650	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt651	1	1	0	1	0	0	1	1	1	1	1	1
mPanPan1_numt652	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt653	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt654	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt655	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt656	1	1	1	1	1	0	1	1	1	1	1	1
mPanPan1_numt657	1	1	1	1	1	1	NaN	NaN	NaN	NaN	NaN	NaN
mPanPan1_numt658	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt659	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt660	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt661	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt662	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt663	1	1	0	1	1	1	1	1	1	1	1	1
mPanPan1_numt664	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt665	1	1	1	0	0	0	1	1	0	1	1	1
mPanPan1_numt666	1	1	0	0	1	0	1	1	1	1	1	1
mPanPan1_numt667	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt668	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt669	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt670	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt671	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt672	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt673	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt674	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt675	1	0	0	0	0	0	1	1	1	1	1	0
mPanPan1_numt676	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt677	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt678	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt679	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt680	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt681	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt682	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt683	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt684	1	1	1	0	0	1	1	1	1	1	1	1
mPanPan1_numt685	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt686	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt687	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt688	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt689	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt690	1	1	1	1	0	0	1	1	0	1	1	1
mPanPan1_numt691	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt692	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt693	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt694	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt695	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt696	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt697	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt698	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt699	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt700	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt701	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt702	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt703	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt704	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt705	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt706	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt707	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt708	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt709	1	1	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt710	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt711	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt712	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt713	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt714	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt715	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt716	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt717	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt718	1	1	1	0	1	1	1	1	1	1	1	1
mPanPan1_numt719	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt720	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt721	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt722	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt723	1	1	1	1	1	0	1	1	1	1	1	1
mPanPan1_numt724	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt725	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt726	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt727	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt728	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt729	1	1	0	1	1	1	1	1	1	1	1	1
mPanPan1_numt730	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt731	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt732	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt733	1	0	0	0	0	0	1	1	1	1	1	1
mPanPan1_numt734	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt735	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt736	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt737	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt738	1	1	0	1	1	1	1	1	1	1	1	1
mPanPan1_numt739	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt740	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt741	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt742	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt743	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt744	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt745	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt746	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt747	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt748	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt749	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt750	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt751	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt752	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt753	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt754	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt755	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt756	1	1	1	1	1	0	1	1	1	1	1	1
mPanPan1_numt757	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt758	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt759	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt760	1	1	0	1	1	1	1	1	1	1	1	0
mPanPan1_numt761	1	1	0	1	1	1	1	1	1	1	1	0
mPanPan1_numt762	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt763	1	1	1	1	0	1	1	1	1	1	1	1
mPanPan1_numt764	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt765	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt766	1	1	1	1	1	0	1	1	1	1	1	1
mPanPan1_numt767	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt768	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt769	1	1	1	1	1	1	1	1	1	1	1	1
mPanPan1_numt770	1	1	1	1	0	0	1	1	1	1	1	1
mPanPan1_numt771	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt772	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt773	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt774	1	1	1	0	0	0	1	1	1	1	1	1
mPanPan1_numt775	1	1	1	1	0	0	0	0	0	0	0	1
mPanPan1_numt776	1	1	0	0	0	0	0	0	1	1	0	1
mPanPan1_numt777	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt778	1	1	0	0	0	0	0	0	0	1	1	1
mPanPan1_numt779	1	1	0	0	0	0	0	0	0	0	0	0
mPanPan1_numt780	1	1	0	0	0	0	0	0	0	0	0	1
mPanPan1_numt781	1	1	0	0	0	0	0	0	0	0	0	1
