Query_Species	Query_NUMT	DB_Species	Matches_NUMT
mGorGor1	mGorGor1_numt418	mPonAbe1	mPonAbe1_numt240
mGorGor1	mGorGor1_numt418	mPonAbe1	mPonAbe1_numt243
mGorGor1	mGorGor1_numt418	mPonAbe1	mPonAbe1_numt244
mGorGor1	mGorGor1_numt418	mPonAbe1	mPonAbe1_numt245
mGorGor1	mGorGor1_numt418	mPonAbe1	mPonAbe1_numt249
mGorGor1	mGorGor1_numt418	mPonAbe1	mPonAbe1_numt250
mGorGor1	mGorGor1_numt418	mPonAbe1	mPonAbe1_numt248
mGorGor1	mGorGor1_numt418	mPonAbe1	mPonAbe1_numt253
mGorGor1	mGorGor1_numt418	mPonAbe1	mPonAbe1_numt254
mGorGor1	mGorGor1_numt418	mPonAbe1	mPonAbe1_numt255
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt236
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt235
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt239
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt240
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt238
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt243
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt244
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt242
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt246
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt247
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt245
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt249
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt250
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt251
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt254
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt255
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt253
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt257
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt258
mGorGor1	mGorGor1_numt418	mPonPyg2	mPonPyg2_numt259
mGorGor1	mGorGor1_numt419	CHM13	CHM13_numt614
mGorGor1	mGorGor1_numt419	mPanPan1	mPanPan1_numt270
mGorGor1	mGorGor1_numt419	mPanTro3	mPanTro3_numt263
mGorGor1	mGorGor1_numt419	mPonAbe1	mPonAbe1_numt240
mGorGor1	mGorGor1_numt419	mPonAbe1	mPonAbe1_numt243
mGorGor1	mGorGor1_numt419	mPonAbe1	mPonAbe1_numt250
mGorGor1	mGorGor1_numt419	mPonAbe1	mPonAbe1_numt253
mGorGor1	mGorGor1_numt419	mPonPyg2	mPonPyg2_numt236
mGorGor1	mGorGor1_numt419	mPonPyg2	mPonPyg2_numt240
mGorGor1	mGorGor1_numt419	mPonPyg2	mPonPyg2_numt242
mGorGor1	mGorGor1_numt419	mPonPyg2	mPonPyg2_numt247
mGorGor1	mGorGor1_numt419	mPonPyg2	mPonPyg2_numt251
mGorGor1	mGorGor1_numt419	mPonPyg2	mPonPyg2_numt255
mGorGor1	mGorGor1_numt419	mPonPyg2	mPonPyg2_numt259
mGorGor1	mGorGor1_numt420	CHM13	CHM13_numt64
mGorGor1	mGorGor1_numt420	CHM13	CHM13_numt65
mGorGor1	mGorGor1_numt420	CHM13	CHM13_numt66
mGorGor1	mGorGor1_numt420	CHM13	CHM13_numt402
mGorGor1	mGorGor1_numt420	CHM13	CHM13_numt403
mGorGor1	mGorGor1_numt420	CHM13	CHM13_numt404
mGorGor1	mGorGor1_numt420	CHM13	CHM13_numt408
mGorGor1	mGorGor1_numt420	CHM13	CHM13_numt409
mGorGor1	mGorGor1_numt420	CHM13	CHM13_numt442
mGorGor1	mGorGor1_numt420	CHM13	CHM13_numt443
mGorGor1	mGorGor1_numt420	CHM13	CHM13_numt558
mGorGor1	mGorGor1_numt420	CHM13	CHM13_numt700
mGorGor1	mGorGor1_numt420	CHM13	CHM13_numt779
mGorGor1	mGorGor1_numt420	mPanPan1	mPanPan1_numt41
mGorGor1	mGorGor1_numt420	mPanPan1	mPanPan1_numt77
mGorGor1	mGorGor1_numt420	mPanPan1	mPanPan1_numt81
mGorGor1	mGorGor1_numt420	mPanPan1	mPanPan1_numt384
mGorGor1	mGorGor1_numt420	mPanPan1	mPanPan1_numt670
mGorGor1	mGorGor1_numt420	mPanPan1	mPanPan1_numt671
mGorGor1	mGorGor1_numt420	mPanPan1	mPanPan1_numt775
mGorGor1	mGorGor1_numt420	mPanTro3	mPanTro3_numt39
mGorGor1	mGorGor1_numt420	mPanTro3	mPanTro3_numt73
mGorGor1	mGorGor1_numt420	mPanTro3	mPanTro3_numt77
mGorGor1	mGorGor1_numt420	mPanTro3	mPanTro3_numt387
mGorGor1	mGorGor1_numt420	mPanTro3	mPanTro3_numt674
mGorGor1	mGorGor1_numt420	mPanTro3	mPanTro3_numt675
mGorGor1	mGorGor1_numt420	mPanTro3	mPanTro3_numt779
mGorGor1	mGorGor1_numt420	mPonAbe1	mPonAbe1_numt360
mGorGor1	mGorGor1_numt420	mPonPyg2	(not_in_v1)
mGorGor1	mGorGor1_numt421	CHM13	CHM13_numt614
mGorGor1	mGorGor1_numt421	mPanPan1	mPanPan1_numt270
mGorGor1	mGorGor1_numt421	mPanTro3	mPanTro3_numt263
mGorGor1	mGorGor1_numt421	mPonAbe1	mPonAbe1_numt240
mGorGor1	mGorGor1_numt421	mPonAbe1	mPonAbe1_numt243
mGorGor1	mGorGor1_numt421	mPonAbe1	mPonAbe1_numt250
mGorGor1	mGorGor1_numt421	mPonAbe1	mPonAbe1_numt253
mGorGor1	mGorGor1_numt421	mPonPyg2	mPonPyg2_numt236
mGorGor1	mGorGor1_numt421	mPonPyg2	mPonPyg2_numt240
mGorGor1	mGorGor1_numt421	mPonPyg2	mPonPyg2_numt242
mGorGor1	mGorGor1_numt421	mPonPyg2	mPonPyg2_numt247
mGorGor1	mGorGor1_numt421	mPonPyg2	mPonPyg2_numt251
mGorGor1	mGorGor1_numt421	mPonPyg2	mPonPyg2_numt255
mGorGor1	mGorGor1_numt421	mPonPyg2	mPonPyg2_numt259
mGorGor1	mGorGor1_numt422	CHM13	CHM13_numt614
mGorGor1	mGorGor1_numt422	CHM13	CHM13_numt615
mGorGor1	mGorGor1_numt422	mPanPan1	mPanPan1_numt270
mGorGor1	mGorGor1_numt422	mPanPan1	mPanPan1_numt269
mGorGor1	mGorGor1_numt422	mPanTro3	mPanTro3_numt262
mGorGor1	mGorGor1_numt422	mPanTro3	mPanTro3_numt263
mGorGor1	mGorGor1_numt422	mPonAbe1	mPonAbe1_numt238
mGorGor1	mGorGor1_numt422	mPonAbe1	mPonAbe1_numt239
mGorGor1	mGorGor1_numt422	mPonAbe1	mPonAbe1_numt240
mGorGor1	mGorGor1_numt422	mPonAbe1	mPonAbe1_numt243
mGorGor1	mGorGor1_numt422	mPonAbe1	mPonAbe1_numt244
mGorGor1	mGorGor1_numt422	mPonAbe1	mPonAbe1_numt245
mGorGor1	mGorGor1_numt422	mPonAbe1	mPonAbe1_numt249
mGorGor1	mGorGor1_numt422	mPonAbe1	mPonAbe1_numt250
mGorGor1	mGorGor1_numt422	mPonAbe1	mPonAbe1_numt248
mGorGor1	mGorGor1_numt422	mPonAbe1	mPonAbe1_numt253
mGorGor1	mGorGor1_numt422	mPonAbe1	mPonAbe1_numt254
mGorGor1	mGorGor1_numt422	mPonAbe1	mPonAbe1_numt255
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt236
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt235
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt239
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt240
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt238
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt243
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt244
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt242
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt246
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt247
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt245
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt249
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt250
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt251
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt254
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt255
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt253
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt257
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt258
mGorGor1	mGorGor1_numt422	mPonPyg2	mPonPyg2_numt259
mGorGor1	mGorGor1_numt423	CHM13	CHM13_numt614
mGorGor1	mGorGor1_numt423	CHM13	CHM13_numt615
mGorGor1	mGorGor1_numt423	mPanPan1	mPanPan1_numt270
mGorGor1	mGorGor1_numt423	mPanPan1	mPanPan1_numt269
mGorGor1	mGorGor1_numt423	mPanTro3	mPanTro3_numt262
mGorGor1	mGorGor1_numt423	mPanTro3	mPanTro3_numt263
mGorGor1	mGorGor1_numt423	mPonAbe1	mPonAbe1_numt238
mGorGor1	mGorGor1_numt423	mPonAbe1	mPonAbe1_numt239
mGorGor1	mGorGor1_numt423	mPonAbe1	mPonAbe1_numt240
mGorGor1	mGorGor1_numt423	mPonAbe1	mPonAbe1_numt243
mGorGor1	mGorGor1_numt423	mPonAbe1	mPonAbe1_numt244
mGorGor1	mGorGor1_numt423	mPonAbe1	mPonAbe1_numt245
mGorGor1	mGorGor1_numt423	mPonAbe1	mPonAbe1_numt249
mGorGor1	mGorGor1_numt423	mPonAbe1	mPonAbe1_numt250
mGorGor1	mGorGor1_numt423	mPonAbe1	mPonAbe1_numt248
mGorGor1	mGorGor1_numt423	mPonAbe1	mPonAbe1_numt253
mGorGor1	mGorGor1_numt423	mPonAbe1	mPonAbe1_numt254
mGorGor1	mGorGor1_numt423	mPonAbe1	mPonAbe1_numt255
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt236
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt235
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt239
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt240
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt238
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt243
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt244
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt242
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt246
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt247
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt245
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt249
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt250
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt251
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt254
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt255
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt253
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt257
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt258
mGorGor1	mGorGor1_numt423	mPonPyg2	mPonPyg2_numt259
mGorGor1	mGorGor1_numt424	CHM13	CHM13_numt614
mGorGor1	mGorGor1_numt424	CHM13	CHM13_numt615
mGorGor1	mGorGor1_numt424	mPanPan1	mPanPan1_numt270
mGorGor1	mGorGor1_numt424	mPanPan1	mPanPan1_numt269
mGorGor1	mGorGor1_numt424	mPanTro3	mPanTro3_numt262
mGorGor1	mGorGor1_numt424	mPanTro3	mPanTro3_numt263
mGorGor1	mGorGor1_numt424	mPonAbe1	mPonAbe1_numt238
mGorGor1	mGorGor1_numt424	mPonAbe1	mPonAbe1_numt239
mGorGor1	mGorGor1_numt424	mPonAbe1	mPonAbe1_numt240
mGorGor1	mGorGor1_numt424	mPonAbe1	mPonAbe1_numt243
mGorGor1	mGorGor1_numt424	mPonAbe1	mPonAbe1_numt244
mGorGor1	mGorGor1_numt424	mPonAbe1	mPonAbe1_numt245
mGorGor1	mGorGor1_numt424	mPonAbe1	mPonAbe1_numt249
mGorGor1	mGorGor1_numt424	mPonAbe1	mPonAbe1_numt250
mGorGor1	mGorGor1_numt424	mPonAbe1	mPonAbe1_numt248
mGorGor1	mGorGor1_numt424	mPonAbe1	mPonAbe1_numt253
mGorGor1	mGorGor1_numt424	mPonAbe1	mPonAbe1_numt254
mGorGor1	mGorGor1_numt424	mPonAbe1	mPonAbe1_numt255
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt236
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt235
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt239
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt240
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt238
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt243
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt244
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt242
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt246
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt247
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt245
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt249
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt250
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt251
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt254
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt255
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt253
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt257
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt258
mGorGor1	mGorGor1_numt424	mPonPyg2	mPonPyg2_numt259
mGorGor1	mGorGor1_numt425	CHM13	CHM13_numt611
mGorGor1	mGorGor1_numt425	CHM13	CHM13_numt612
mGorGor1	mGorGor1_numt425	mPanTro3	mPanTro3_numt271
mGorGor1	mGorGor1_numt425	mPanTro3	mPanTro3_numt272
mGorGor1	mGorGor1_numt425	mPonAbe1	mPonAbe1_numt234
mGorGor1	mGorGor1_numt425	mPonAbe1	mPonAbe1_numt235
mGorGor1	mGorGor1_numt425	mPonPyg2	mPonPyg2_numt232
mGorGor1	mGorGor1_numt425	mPonPyg2	mPonPyg2_numt233
mGorGor1	mGorGor1_numt426	CHM13	CHM13_numt610
mGorGor1	mGorGor1_numt426	CHM13	CHM13_numt611
mGorGor1	mGorGor1_numt426	CHM13	CHM13_numt612
mGorGor1	mGorGor1_numt426	mPanTro3	mPanTro3_numt270
mGorGor1	mGorGor1_numt426	mPanTro3	mPanTro3_numt271
mGorGor1	mGorGor1_numt426	mPanTro3	mPanTro3_numt272
mGorGor1	mGorGor1_numt426	mPonAbe1	mPonAbe1_numt233
mGorGor1	mGorGor1_numt426	mPonAbe1	mPonAbe1_numt234
mGorGor1	mGorGor1_numt426	mPonAbe1	mPonAbe1_numt235
mGorGor1	mGorGor1_numt426	mPonPyg2	mPonPyg2_numt231
mGorGor1	mGorGor1_numt426	mPonPyg2	mPonPyg2_numt232
mGorGor1	mGorGor1_numt426	mPonPyg2	mPonPyg2_numt233
mGorGor1	mGorGor1_numt427	CHM13	CHM13_numt609
mGorGor1	mGorGor1_numt427	CHM13	CHM13_numt610
mGorGor1	mGorGor1_numt427	CHM13	CHM13_numt611
mGorGor1	mGorGor1_numt427	mPanTro3	mPanTro3_numt269
mGorGor1	mGorGor1_numt427	mPanTro3	mPanTro3_numt270
mGorGor1	mGorGor1_numt427	mPanTro3	mPanTro3_numt271
mGorGor1	mGorGor1_numt427	mPonAbe1	mPonAbe1_numt232
mGorGor1	mGorGor1_numt427	mPonAbe1	mPonAbe1_numt233
mGorGor1	mGorGor1_numt427	mPonAbe1	mPonAbe1_numt234
mGorGor1	mGorGor1_numt427	mPonPyg2	mPonPyg2_numt230
mGorGor1	mGorGor1_numt427	mPonPyg2	mPonPyg2_numt231
mGorGor1	mGorGor1_numt427	mPonPyg2	mPonPyg2_numt232
mGorGor1	mGorGor1_numt428	CHM13	CHM13_numt608
mGorGor1	mGorGor1_numt428	CHM13	CHM13_numt609
mGorGor1	mGorGor1_numt428	CHM13	CHM13_numt610
mGorGor1	mGorGor1_numt428	mPanTro3	mPanTro3_numt268
mGorGor1	mGorGor1_numt428	mPanTro3	mPanTro3_numt269
mGorGor1	mGorGor1_numt428	mPanTro3	mPanTro3_numt270
mGorGor1	mGorGor1_numt428	mPonAbe1	mPonAbe1_numt231
mGorGor1	mGorGor1_numt428	mPonAbe1	mPonAbe1_numt232
mGorGor1	mGorGor1_numt428	mPonAbe1	mPonAbe1_numt233
mGorGor1	mGorGor1_numt428	mPonPyg2	mPonPyg2_numt228
mGorGor1	mGorGor1_numt428	mPonPyg2	mPonPyg2_numt229
mGorGor1	mGorGor1_numt428	mPonPyg2	mPonPyg2_numt230
mGorGor1	mGorGor1_numt428	mPonPyg2	mPonPyg2_numt231
mGorGor1	mGorGor1_numt429	CHM13	CHM13_numt607
mGorGor1	mGorGor1_numt429	CHM13	CHM13_numt608
mGorGor1	mGorGor1_numt429	CHM13	CHM13_numt609
mGorGor1	mGorGor1_numt429	mPanTro3	mPanTro3_numt267
mGorGor1	mGorGor1_numt429	mPanTro3	mPanTro3_numt268
mGorGor1	mGorGor1_numt429	mPanTro3	mPanTro3_numt269
mGorGor1	mGorGor1_numt429	mPonAbe1	mPonAbe1_numt230
mGorGor1	mGorGor1_numt429	mPonAbe1	mPonAbe1_numt231
mGorGor1	mGorGor1_numt429	mPonAbe1	mPonAbe1_numt232
mGorGor1	mGorGor1_numt429	mPonPyg2	mPonPyg2_numt227
mGorGor1	mGorGor1_numt429	mPonPyg2	mPonPyg2_numt228
mGorGor1	mGorGor1_numt429	mPonPyg2	mPonPyg2_numt229
mGorGor1	mGorGor1_numt430	CHM13	CHM13_numt607
mGorGor1	mGorGor1_numt430	CHM13	CHM13_numt608
mGorGor1	mGorGor1_numt430	mPanTro3	mPanTro3_numt267
mGorGor1	mGorGor1_numt430	mPanTro3	mPanTro3_numt268
mGorGor1	mGorGor1_numt430	mPonAbe1	mPonAbe1_numt230
mGorGor1	mGorGor1_numt430	mPonAbe1	mPonAbe1_numt231
mGorGor1	mGorGor1_numt430	mPonPyg2	mPonPyg2_numt227
mGorGor1	mGorGor1_numt430	mPonPyg2	mPonPyg2_numt228
mGorGor1	mGorGor1_numt431	CHM13	CHM13_numt606
mGorGor1	mGorGor1_numt431	mPanTro3	mPanTro3_numt266
mGorGor1	mGorGor1_numt431	mPonAbe1	mPonAbe1_numt229
mGorGor1	mGorGor1_numt431	mPonPyg2	mPonPyg2_numt226
mGorGor1	mGorGor1_numt432	CHM13	CHM13_numt605
mGorGor1	mGorGor1_numt432	mPanPan1	mPanPan1_numt272
mGorGor1	mGorGor1_numt432	mPanTro3	mPanTro3_numt265
mGorGor1	mGorGor1_numt432	mPonAbe1	mPonAbe1_numt228
mGorGor1	mGorGor1_numt432	mPonPyg2	mPonPyg2_numt225
mGorGor1	mGorGor1_numt433	CHM13	CHM13_numt604
mGorGor1	mGorGor1_numt433	mPanPan1	mPanPan1_numt271
mGorGor1	mGorGor1_numt433	mPanTro3	mPanTro3_numt264
mGorGor1	mGorGor1_numt433	mSymSyn1	(not_in_v1)
mGorGor1	mGorGor1_numt434	CHM13	CHM13_numt253
mGorGor1	mGorGor1_numt434	mPanPan1	mPanPan1_numt484
mGorGor1	mGorGor1_numt434	mPanTro3	mPanTro3_numt495
mGorGor1	mGorGor1_numt434	mPonAbe1	(not_in_v1)
mGorGor1	mGorGor1_numt434	mPonPyg2	(not_in_v1)
mGorGor1	mGorGor1_numt435	CHM13	CHM13_numt255
mGorGor1	mGorGor1_numt435	mPanPan1	mPanPan1_numt483
mGorGor1	mGorGor1_numt435	mPanTro3	mPanTro3_numt494
mGorGor1	mGorGor1_numt436	CHM13	CHM13_numt256
mGorGor1	mGorGor1_numt436	mPanPan1	mPanPan1_numt497
mGorGor1	mGorGor1_numt436	mPanTro3	mPanTro3_numt508
mGorGor1	mGorGor1_numt436	mPonAbe1	mPonAbe1_numt488
mGorGor1	mGorGor1_numt436	mPonPyg2	mPonPyg2_numt485
mGorGor1	mGorGor1_numt437	CHM13	CHM13_numt257
mGorGor1	mGorGor1_numt437	mPanPan1	(not_in_v1)
mGorGor1	mGorGor1_numt437	mPanTro3	mPanTro3_numt509
mGorGor1	mGorGor1_numt437	mPonAbe1	mPonAbe1_numt489
mGorGor1	mGorGor1_numt437	mPonPyg2	mPonPyg2_numt486
mGorGor1	mGorGor1_numt438	CHM13	CHM13_numt258
mGorGor1	mGorGor1_numt438	mPanPan1	mPanPan1_numt498
mGorGor1	mGorGor1_numt438	mPanTro3	mPanTro3_numt510
mGorGor1	mGorGor1_numt438	mPonAbe1	mPonAbe1_numt490
mGorGor1	mGorGor1_numt438	mPonPyg2	mPonPyg2_numt487
mGorGor1	mGorGor1_numt442	CHM13	CHM13_numt260
mGorGor1	mGorGor1_numt442	mPanPan1	mPanPan1_numt501
mGorGor1	mGorGor1_numt442	mPanTro3	mPanTro3_numt513
mGorGor1	mGorGor1_numt442	mSymSyn1	(not_in_v1)
mGorGor1	mGorGor1_numt443	CHM13	(not_in_v1)
mGorGor1	mGorGor1_numt443	mPanPan1	(not_in_v1)
mGorGor1	mGorGor1_numt443	mPanTro3	(not_in_v1)
mGorGor1	mGorGor1_numt443	mPonAbe1	(not_in_v1)
mGorGor1	mGorGor1_numt443	mPonPyg2	(not_in_v1)
mGorGor1	mGorGor1_numt443	mSymSyn1	(not_in_v1)
mGorGor1	mGorGor1_numt444	CHM13	CHM13_numt261
mGorGor1	mGorGor1_numt444	mPanPan1	mPanPan1_numt503
mGorGor1	mGorGor1_numt444	mPanTro3	mPanTro3_numt515
mGorGor1	mGorGor1_numt444	mPonAbe1	mPonAbe1_numt494
mGorGor1	mGorGor1_numt444	mPonPyg2	mPonPyg2_numt490
mGorGor1	mGorGor1_numt444	mSymSyn1	(not_in_v1)
mGorGor1	mGorGor1_numt446	CHM13	CHM13_numt263
mGorGor1	mGorGor1_numt446	mPanPan1	mPanPan1_numt505
mGorGor1	mGorGor1_numt446	mPanTro3	mPanTro3_numt517
mGorGor1	mGorGor1_numt446	mPonAbe1	mPonAbe1_numt495
mGorGor1	mGorGor1_numt446	mPonPyg2	mPonPyg2_numt491
mGorGor1	mGorGor1_numt447	CHM13	CHM13_numt264
mGorGor1	mGorGor1_numt447	CHM13	CHM13_numt265
mGorGor1	mGorGor1_numt447	mPanPan1	mPanPan1_numt507
mGorGor1	mGorGor1_numt447	mPanPan1	mPanPan1_numt508
mGorGor1	mGorGor1_numt447	mPanTro3	mPanTro3_numt519
mGorGor1	mGorGor1_numt447	mPanTro3	mPanTro3_numt520
mGorGor1	mGorGor1_numt447	mPonAbe1	mPonAbe1_numt496
mGorGor1	mGorGor1_numt447	mPonPyg2	mPonPyg2_numt492
mGorGor1	mGorGor1_numt448	CHM13	CHM13_numt264
mGorGor1	mGorGor1_numt448	CHM13	CHM13_numt265
mGorGor1	mGorGor1_numt448	mPanPan1	mPanPan1_numt507
mGorGor1	mGorGor1_numt448	mPanPan1	mPanPan1_numt508
mGorGor1	mGorGor1_numt448	mPanTro3	mPanTro3_numt519
mGorGor1	mGorGor1_numt448	mPanTro3	mPanTro3_numt520
mGorGor1	mGorGor1_numt448	mPonAbe1	mPonAbe1_numt496
mGorGor1	mGorGor1_numt448	mPonPyg2	mPonPyg2_numt492
mGorGor1	mGorGor1_numt450	CHM13	(not_in_v1)
mGorGor1	mGorGor1_numt450	mPanPan1	(not_in_v1)
mGorGor1	mGorGor1_numt450	mPanTro3	(not_in_v1)
mGorGor1	mGorGor1_numt450	mPonAbe1	(not_in_v1)
mGorGor1	mGorGor1_numt450	mPonPyg2	(not_in_v1)
mGorGor1	mGorGor1_numt450	mSymSyn1	(not_in_v1)
mGorGor1	mGorGor1_numt451	CHM13	CHM13_numt267
mGorGor1	mGorGor1_numt451	mPanPan1	mPanPan1_numt510
mGorGor1	mGorGor1_numt451	mPanTro3	mPanTro3_numt523
mGorGor1	mGorGor1_numt451	mPonAbe1	(not_in_v1)
mGorGor1	mGorGor1_numt451	mPonPyg2	(not_in_v1)
mGorGor1	mGorGor1_numt454	CHM13	CHM13_numt270
mGorGor1	mGorGor1_numt455	CHM13	CHM13_numt271
mGorGor1	mGorGor1_numt455	mPanPan1	mPanPan1_numt515
mGorGor1	mGorGor1_numt455	mPanTro3	mPanTro3_numt527
mGorGor1	mGorGor1_numt455	mPonAbe1	mPonAbe1_numt501
mGorGor1	mGorGor1_numt455	mPonPyg2	mPonPyg2_numt496
mGorGor1	mGorGor1_numt456	CHM13	CHM13_numt273
mGorGor1	mGorGor1_numt456	mPanPan1	mPanPan1_numt522
mGorGor1	mGorGor1_numt456	mPanTro3	mPanTro3_numt532
mGorGor1	mGorGor1_numt456	mPonAbe1	mPonAbe1_numt503
mGorGor1	mGorGor1_numt456	mPonAbe1	mPonAbe1_numt504
mGorGor1	mGorGor1_numt456	mPonPyg2	mPonPyg2_numt498
mGorGor1	mGorGor1_numt457	mPanPan1	mPanPan1_numt523
mGorGor1	mGorGor1_numt457	mPanTro3	(not_in_v1)
mGorGor1	mGorGor1_numt458	CHM13	CHM13_numt274
mGorGor1	mGorGor1_numt458	mPanPan1	mPanPan1_numt524
mGorGor1	mGorGor1_numt458	mPanTro3	mPanTro3_numt534
mGorGor1	mGorGor1_numt458	mPonAbe1	mPonAbe1_numt506
mGorGor1	mGorGor1_numt458	mPonPyg2	mPonPyg2_numt502
mGorGor1	mGorGor1_numt459	CHM13	CHM13_numt275
mGorGor1	mGorGor1_numt459	mPanPan1	(not_in_v1)
mGorGor1	mGorGor1_numt459	mPanTro3	(not_in_v1)
mGorGor1	mGorGor1_numt459	mPonAbe1	mPonAbe1_numt508
mGorGor1	mGorGor1_numt459	mPonPyg2	(not_in_v1)
mGorGor1	mGorGor1_numt460	CHM13	CHM13_numt276
mGorGor1	mGorGor1_numt460	mPanPan1	mPanPan1_numt525
mGorGor1	mGorGor1_numt460	mPanTro3	mPanTro3_numt535
mGorGor1	mGorGor1_numt460	mPonAbe1	mPonAbe1_numt509
mGorGor1	mGorGor1_numt460	mPonPyg2	mPonPyg2_numt504
mGorGor1	mGorGor1_numt460	mSymSyn1	(not_in_v1)
mGorGor1	mGorGor1_numt461	CHM13	CHM13_numt277
mGorGor1	mGorGor1_numt461	mPanPan1	mPanPan1_numt527
mGorGor1	mGorGor1_numt461	mPanTro3	mPanTro3_numt536
mGorGor1	mGorGor1_numt461	mPonAbe1	mPonAbe1_numt511
