Assembly	NUMT_ID	Label	Values	Classification
mGorGor1	mGorGor1_numt594	000100	1111111111	Only 1s
mGorGor1	mGorGor1_numt595	000100	1111111111	Only 1s
mGorGor1	mGorGor1_numt596	000100	1111111011	Mostly 1s and one 0
mGorGor1	mGorGor1_numt597	000100	1111110111	Mostly 1s and one 0
mGorGor1	mGorGor1_numt598	000100	1111111111	Only 1s
mGorGor1	mGorGor1_numt599	000100	1111111111	Only 1s
mGorGor1	mGorGor1_numt600	000100	1111111010	Mix of 1s and 0s
mGorGor1	mGorGor1_numt614	000100	1111111111	Only 1s
mGorGor1	mGorGor1_numt620	000100	1111111111	Only 1s
mGorGor1	mGorGor1_numt621	000100	1111111011	Mostly 1s and one 0
mGorGor1	mGorGor1_numt622	000100	1111110111	Mostly 1s and one 0
mGorGor1	mGorGor1_numt623	000100	1111111111	Only 1s
mGorGor1	mGorGor1_numt625	000100	1111111111	Only 1s
mGorGor1	mGorGor1_numt638	000100	1111011111	Mostly 1s and one 0
mGorGor1	mGorGor1_numt642	000100	1011111011	Mix of 1s and 0s
mGorGor1	mGorGor1_numt671	000100	1011111011	Mix of 1s and 0s
mGorGor1	mGorGor1_numt687	000100	1111111111	Only 1s
mGorGor1	mGorGor1_numt688	000100	1111111011	Mostly 1s and one 0
mGorGor1	mGorGor1_numt701	000100	0101000000	Mix of 1s and 0s
mPonAbe1	mPonAbe1_numt16	000010	111101111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt22	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt23	000010	111101111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt55	000010	111101111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt59	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt84	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt85	000010	111101101	Mix of 1s and 0s
mPonAbe1	mPonAbe1_numt103	000010	101111111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt147	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt218	000010	111101111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt276	000010	111101111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt300	000010	111101101	Mix of 1s and 0s
mPonAbe1	mPonAbe1_numt335	000010	111101111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt349	000010	111011011	Mix of 1s and 0s
mPonAbe1	mPonAbe1_numt378	000010	111101111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt379	000010	111101111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt380	000010	111111101	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt381	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt382	000010	nannannannannannannannannan	Only 1s
mPonAbe1	mPonAbe1_numt383	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt385	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt386	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt387	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt388	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt389	000010	111101111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt390	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt426	000010	111101111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt478	000010	111100111	Mix of 1s and 0s
mPonAbe1	mPonAbe1_numt492	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt510	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt520	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt521	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt587	000010	111101111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt588	000010	111101111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt635	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt638	000010	011110111	Mix of 1s and 0s
mPonAbe1	mPonAbe1_numt691	000010	111101111	Mostly 1s and one 0
mPonAbe1	mPonAbe1_numt722	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt723	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt736	000010	111111111	Only 1s
mPonAbe1	mPonAbe1_numt771	000010	111101101	Mix of 1s and 0s
mPonAbe1	mPonAbe1_numt783	000010	011000010	Mix of 1s and 0s
mPonAbe1	mPonAbe1_numt784	000010	111000011	Mix of 1s and 0s
mPonPyg2	mPonPyg2_numt17	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt85	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt148	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt198	000001	1110101011111110	Mix of 1s and 0s
mPonPyg2	mPonPyg2_numt202	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt307	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt358	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt380	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt381	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt384	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt385	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt388	000001	nannannannannannannannannannannannannannannannan	Only 1s
mPonPyg2	mPonPyg2_numt396	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt426	000001	1111111111111110	Mostly 1s and one 0
mPonPyg2	mPonPyg2_numt461	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt517	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt519	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt556	000001	1111101111111111	Mostly 1s and one 0
mPonPyg2	mPonPyg2_numt566	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt568	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt578	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt655	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt680	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt699	000001	1111111111111110	Mostly 1s and one 0
mPonPyg2	mPonPyg2_numt704	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt732	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt754	000001	1111111111111111	Only 1s
mPonPyg2	mPonPyg2_numt764	000001	1111111111111111	Only 1s
