Query_Species	NUMT	NUMT_info	Loci	DB_Species	Matches	Counts	Hit_Dissimilarity	Hit_Similarity
mPanPan1	mPanPan1_numt43	NUMT_1344bp_75%	-::chr11_mat_hsa9:67408454-67409798	mPanTro3	['+::chr11_hap1_hsa9:58721899-58724243', '+::chr12_hap1_hsa2a:28174313-28176706', '+::chr12_hap1_hsa2a:31385097-31387498', '+::chr14_hap1_hsa13:195356-197701', '+::chr14_hap1_hsa13:4201813-4204159', '+::chr14_hap1_hsa13:9813003-9815349', '+::chr15_hap1_hsa14:12798474-12800820', '+::chr16_hap1_hsa15:22614197-22616544', '+::chr21_hap1_hsa20:35693698-35696045', '+::chr22_hap1_hsa21:4376213-4378559', '+::chr22_hap1_hsa21:5899502-5901848', '+::chr22_hap1_hsa21:6960285-6962628', '+::chr23_hap1_hsa22:7468487-7470833']	13	[0.04202401372212693, 1.0, 1.0, 1.0, 1.0, 0.35377358490566035, 1.0, 1.0, 0.37735849056603776, 0.37221269296740994, 1.0, 1.0, 1.0]	[0.9579759862778731, 0.0, 0.0, 0.0, 0.0, 0.6462264150943396, 0.0, 0.0, 0.6226415094339622, 0.6277873070325901, 0.0, 0.0, 0.0]
mPanPan1	mPanPan1_numt43	NUMT_1344bp_75%	-::chr11_mat_hsa9:67408454-67409798	CHM13	['+::NC_060925.1:127805138-127807484', '+::NC_060926.1:95405604-95408006', '+::NC_060927.1:95718456-95720796', '+::NC_060928.1:49323057-49325402', '+::NC_060933.1:76941565-76943904', '+::NC_060937.1:5327269-5329610', '+::NC_060937.1:9434006-9436353', '+::NC_060938.1:1627724-1630065', '+::NC_060938.1:2905306-2907653', '+::NC_060938.1:5793827-5796174', '+::NC_060939.1:1839095-1841436', '+::NC_060939.1:4793487-4795834', '+::NC_060944.1:30209624-30211960', '+::NC_060945.1:2307616-2309958', '+::NC_060945.1:7591251-7593592', '+::NC_060946.1:10623931-10626278', '+::NC_060946.1:3809337-3811678', '+::NC_060946.1:9836746-9839090', '+::NC_060948.1:11353911-11356256']	19	[1.0, 0.5660377358490566, 0.4142367066895369, 1.0, 0.1873927958833619, 0.37993138936535165, 1.0, 0.403516295025729, 1.0, 0.3855060034305317, 0.38636363636363635, 1.0, 0.3486277873070326, 0.39065180102915953, 0.37993138936535165, 0.39193825042881647, 0.3850771869639794, 1.0, 1.0]	[0.0, 0.4339622641509434, 0.5857632933104631, 0.0, 0.8126072041166381, 0.6200686106346484, 0.0, 0.5964837049742711, 0.0, 0.6144939965694682, 0.6136363636363636, 0.0, 0.6513722126929674, 0.6093481989708405, 0.6200686106346484, 0.6080617495711835, 0.6149228130360206, 0.0, 0.0]
mPanPan1	mPanPan1_numt44	NUMT_944bp_75%	+::chr11_mat_hsa9:67409809-67410753	mGorGor1	['+::chr11_mat_hsa2b:34206457-34208407', '+::chr12_pat_hsa2a:31616178-31618195']	2	[0.39285714285714285, 0.9994824016563147]	[0.6071428571428572, 0.0005175983436852549]
mPanPan1	mPanPan1_numt44	NUMT_944bp_75%	+::chr11_mat_hsa9:67409809-67410753	mPanPan1	['+::chr11_mat_hsa9:67409309-67411253', '+::chr12_mat_hsa2a:33396549-33398545', '+::chr12_mat_hsa2a:34109491-34111485', '+::chr14_pat_hsa13:234013-235959', '+::chr14_pat_hsa13:8781482-8783431', '+::chr15_mat_hsa14:310244-312190', '+::chr15_mat_hsa14:9216419-9218369', '+::chr16_pat_hsa15:19448451-19450392', '+::chr17_mat_hsa18:286527-288473', '+::chr21_mat_hsa20:32625405-32627359', '+::chr22_pat_hsa21:268075-270019', '+::chr23_pat_hsa22:171126-173072', '+::chrY_pat_hsaY:1039235-1041213']	13	[0.0, 0.9994824016563147, 0.5921325051759835, 0.9979296066252588, 0.9979296066252588, 0.9979296066252588, 0.41511387163561075, 0.9984472049689441, 0.9979296066252588, 0.363871635610766, 0.9979296066252588, 0.9979296066252588, 1.0]	[1.0, 0.0005175983436852549, 0.4078674948240165, 0.0020703933747412417, 0.0020703933747412417, 0.0020703933747412417, 0.5848861283643892, 0.0015527950310558758, 0.0020703933747412417, 0.6361283643892339, 0.0020703933747412417, 0.0020703933747412417, 0.0]
mPanPan1	mPanPan1_numt44	NUMT_944bp_75%	+::chr11_mat_hsa9:67409809-67410753	mPanTro3	['+::chr11_hap1_hsa9:58723254-58725199', '+::chr12_hap1_hsa2a:28173281-28175361', '+::chr12_hap1_hsa2a:31384155-31386145', '+::chr14_hap1_hsa13:194326-196348', '+::chr14_hap1_hsa13:4200852-4202805', '+::chr14_hap1_hsa13:9814357-9816310', '+::chr15_hap1_hsa14:12797512-12799466', '+::chr16_hap1_hsa15:22613233-22615188', '+::chr21_hap1_hsa20:35695053-35697001', '+::chr22_hap1_hsa21:4377567-4379512', '+::chr22_hap1_hsa21:5898542-5900494', '+::chr22_hap1_hsa21:6959330-6961273', '+::chr23_hap1_hsa22:7467527-7469479']	13	[0.03778467908902691, 0.9994824016563147, 0.9994824016563147, 0.9979296066252588, 0.9979296066252588, 0.37163561076604557, 0.9979296066252588, 0.9984472049689441, 0.38768115942028986, 0.3778467908902691, 0.9979296066252588, 0.9979296066252588, 0.9979296066252588]	[0.9622153209109731, 0.0005175983436852549, 0.0005175983436852549, 0.0020703933747412417, 0.0020703933747412417, 0.6283643892339544, 0.0020703933747412417, 0.0015527950310558758, 0.6123188405797102, 0.6221532091097308, 0.0020703933747412417, 0.0020703933747412417, 0.0020703933747412417]
mPanPan1	mPanPan1_numt44	NUMT_944bp_75%	+::chr11_mat_hsa9:67409809-67410753	mPonAbe1	['+::chr12_hap1_hsa2a:22397221-22399150']	1	[0.5362318840579711]	[0.46376811594202894]
mPanPan1	mPanPan1_numt44	NUMT_944bp_75%	+::chr11_mat_hsa9:67409809-67410753	CHM13	['+::NC_060925.1:127804179-127806129', '+::NC_060926.1:95406957-95408959', '+::NC_060927.1:95719804-95721749', '+::NC_060928.1:49322074-49324049', '+::NC_060933.1:76942917-76944858', '+::NC_060937.1:5328618-5330565', '+::NC_060937.1:9433043-9434997', '+::NC_060938.1:1629073-1631020', '+::NC_060938.1:2904336-2906298', '+::NC_060938.1:5795182-5797131', '+::NC_060939.1:1840444-1842389', '+::NC_060939.1:4792524-4794478', '+::NC_060944.1:30210973-30212913', '+::NC_060945.1:2308966-2310911', '+::NC_060945.1:7592605-7594549', '+::NC_060946.1:10625286-10627235', '+::NC_060946.1:3810686-3812631', '+::NC_060946.1:9835792-9837737', '+::NC_060948.1:11352949-11354902']	19	[0.9979296066252588, 0.5854037267080745, 0.42650103519668736, 0.9979296066252588, 0.16097308488612835, 0.40113871635610765, 0.9984472049689441, 0.42132505175983437, 0.9984472049689441, 0.3944099378881988, 0.422360248447205, 0.9984472049689441, 0.38250517598343686, 0.41563146997929606, 0.39596273291925466, 0.39803312629399584, 0.4311594202898551, 0.9979296066252588, 0.9984472049689441]	[0.0020703933747412417, 0.4145962732919255, 0.5734989648033126, 0.0020703933747412417, 0.8390269151138716, 0.5988612836438924, 0.0015527950310558758, 0.5786749482401656, 0.0015527950310558758, 0.6055900621118012, 0.577639751552795, 0.0015527950310558758, 0.6174948240165632, 0.584368530020704, 0.6040372670807453, 0.6019668737060042, 0.5688405797101449, 0.0020703933747412417, 0.0015527950310558758]
mPanPan1	mPanPan1_numt45	NUMT_490bp_75%	+::chr11_mat_hsa9:77123226-77123716	mGorGor1	['+::chr13_pat_hsa9:74162185-74163672']	1	[0.14343707713125844]	[0.8565629228687416]
mPanPan1	mPanPan1_numt45	NUMT_490bp_75%	+::chr11_mat_hsa9:77123226-77123716	mPanPan1	['+::chr11_mat_hsa9:77122726-77124216']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt45	NUMT_490bp_75%	+::chr11_mat_hsa9:77123226-77123716	mPanTro3	['+::chr11_hap1_hsa9:68445358-68446848']	1	[0.07171853856562922]	[0.9282814614343707]
mPanPan1	mPanPan1_numt45	NUMT_490bp_75%	+::chr11_mat_hsa9:77123226-77123716	mPonAbe1	['+::chr13_hap1_hsa9:68416565-68418054']	1	[0.28416779431664413]	[0.7158322056833559]
mPanPan1	mPanPan1_numt45	NUMT_490bp_75%	+::chr11_mat_hsa9:77123226-77123716	mPonPyg2	['+::chr13_hap1_hsa9:67617254-67618743']	1	[0.2746955345060893]	[0.7253044654939107]
mPanPan1	mPanPan1_numt45	NUMT_490bp_75%	+::chr11_mat_hsa9:77123226-77123716	mSymSyn1	['+::chr3_hap1:66417654-66419130']	1	[1.0]	[0.0]
mPanPan1	mPanPan1_numt45	NUMT_490bp_75%	+::chr11_mat_hsa9:77123226-77123716	CHM13	['+::NC_060933.1:90121473-90122962']	1	[0.10622462787550745]	[0.8937753721244925]
mPanPan1	mPanPan1_numt46	NUMT_1807bp_76%	-::chr11_mat_hsa9:77914439-77916246	mGorGor1	['+::chr13_pat_hsa9:74947625-74950415']	1	[0.23220035778175313]	[0.7677996422182469]
mPanPan1	mPanPan1_numt46	NUMT_1807bp_76%	-::chr11_mat_hsa9:77914439-77916246	mPanPan1	['+::chr11_mat_hsa9:77913939-77916746']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt46	NUMT_1807bp_76%	-::chr11_mat_hsa9:77914439-77916246	mPanTro3	['+::chr11_hap1_hsa9:69234846-69237653']	1	[0.06404293381037567]	[0.9359570661896244]
mPanPan1	mPanPan1_numt46	NUMT_1807bp_76%	-::chr11_mat_hsa9:77914439-77916246	mPonAbe1	['+::chr13_hap1_hsa9:69202302-69205106']	1	[0.346690518783542]	[0.6533094812164579]
mPanPan1	mPanPan1_numt46	NUMT_1807bp_76%	-::chr11_mat_hsa9:77914439-77916246	mPonPyg2	['+::chr13_hap1_hsa9:68404083-68406892']	1	[0.3334525939177102]	[0.6665474060822898]
mPanPan1	mPanPan1_numt46	NUMT_1807bp_76%	-::chr11_mat_hsa9:77914439-77916246	mSymSyn1	['+::chr3_hap1:65653046-65655851']	1	[0.9996422182468694]	[0.0003577817531306149]
mPanPan1	mPanPan1_numt46	NUMT_1807bp_76%	-::chr11_mat_hsa9:77914439-77916246	CHM13	['+::NC_060933.1:90899056-90901865']	1	[0.156350626118068]	[0.843649373881932]
mPanPan1	mPanPan1_numt47	NUMT_401bp_79%	-::chr11_mat_hsa9:77916515-77916916	mGorGor1	['+::chr13_pat_hsa9:74949678-74951049']	1	[0.2706983441324694]	[0.7293016558675306]
mPanPan1	mPanPan1_numt47	NUMT_401bp_79%	-::chr11_mat_hsa9:77916515-77916916	mPanPan1	['+::chr11_mat_hsa9:77916015-77917416']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt47	NUMT_401bp_79%	-::chr11_mat_hsa9:77916515-77916916	mPanTro3	['+::chr11_hap1_hsa9:69236922-69238323']	1	[0.06839452843772498]	[0.931605471562275]
mPanPan1	mPanPan1_numt47	NUMT_401bp_79%	-::chr11_mat_hsa9:77916515-77916916	mPonAbe1	['+::chr13_hap1_hsa9:69204368-69205745']	1	[0.40748740100791936]	[0.5925125989920806]
mPanPan1	mPanPan1_numt47	NUMT_401bp_79%	-::chr11_mat_hsa9:77916515-77916916	mPonPyg2	['+::chr13_hap1_hsa9:68406153-68407531']	1	[0.3952483801295896]	[0.6047516198704104]
mPanPan1	mPanPan1_numt47	NUMT_401bp_79%	-::chr11_mat_hsa9:77916515-77916916	mSymSyn1	['+::chr3_hap1:65652400-65653783']	1	[1.0]	[0.0]
mPanPan1	mPanPan1_numt47	NUMT_401bp_79%	-::chr11_mat_hsa9:77916515-77916916	CHM13	['+::NC_060933.1:90901131-90902535']	1	[0.18718502519798416]	[0.8128149748020158]
mPanPan1	mPanPan1_numt48	NUMT_215bp_79%	-::chr11_mat_hsa9:77917652-77917867	mGorGor1	['+::chr13_pat_hsa9:74950821-74952009']	1	[0.3399833748960931]	[0.6600166251039069]
mPanPan1	mPanPan1_numt48	NUMT_215bp_79%	-::chr11_mat_hsa9:77917652-77917867	mPanPan1	['+::chr11_mat_hsa9:77917152-77918367']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt48	NUMT_215bp_79%	-::chr11_mat_hsa9:77917652-77917867	mPanTro3	['+::chr11_hap1_hsa9:69238059-69239274']	1	[0.09310058187863675]	[0.9068994181213632]
mPanPan1	mPanPan1_numt48	NUMT_215bp_79%	-::chr11_mat_hsa9:77917652-77917867	mPonAbe1	['+::chr13_hap1_hsa9:69205526-69206719']	1	[0.4621778886118038]	[0.5378221113881962]
mPanPan1	mPanPan1_numt48	NUMT_215bp_79%	-::chr11_mat_hsa9:77917652-77917867	mPonPyg2	['+::chr13_hap1_hsa9:68407312-68408505']	1	[0.4679966749792186]	[0.5320033250207814]
mPanPan1	mPanPan1_numt48	NUMT_215bp_79%	-::chr11_mat_hsa9:77917652-77917867	mSymSyn1	['+::chr3_hap1:65651448-65652636']	1	[1.0]	[0.0]
mPanPan1	mPanPan1_numt48	NUMT_215bp_79%	-::chr11_mat_hsa9:77917652-77917867	CHM13	['+::NC_060933.1:90902271-90903487']	1	[0.11637572734829593]	[0.8836242726517041]
mPanPan1	mPanPan1_numt49	NUMT_96bp_79%	-::chr11_mat_hsa9:77984058-77984154	mGorGor1	['+::chr13_pat_hsa9:75023252-75024351']	1	[0.18357933579335795]	[0.816420664206642]
mPanPan1	mPanPan1_numt49	NUMT_96bp_79%	-::chr11_mat_hsa9:77984058-77984154	mPanPan1	['+::chr11_mat_hsa9:77983558-77984654']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt49	NUMT_96bp_79%	-::chr11_mat_hsa9:77984058-77984154	mPanTro3	['+::chr11_hap1_hsa9:69304643-69305739']	1	[0.03874538745387454]	[0.9612546125461254]
mPanPan1	mPanPan1_numt49	NUMT_96bp_79%	-::chr11_mat_hsa9:77984058-77984154	mPonAbe1	['+::chr13_hap1_hsa9:69276238-69277333']	1	[0.36531365313653136]	[0.6346863468634687]
mPanPan1	mPanPan1_numt49	NUMT_96bp_79%	-::chr11_mat_hsa9:77984058-77984154	mPonPyg2	['+::chr13_hap1_hsa9:68475139-68476238']	1	[0.3736162361623616]	[0.6263837638376384]
mPanPan1	mPanPan1_numt49	NUMT_96bp_79%	-::chr11_mat_hsa9:77984058-77984154	mSymSyn1	['+::chr3_hap1:65586350-65587429']	1	[1.0]	[0.0]
mPanPan1	mPanPan1_numt49	NUMT_96bp_79%	-::chr11_mat_hsa9:77984058-77984154	CHM13	['+::NC_060933.1:90968905-90970001']	1	[0.14206642066420663]	[0.8579335793357934]
mPanPan1	mPanPan1_numt50	NUMT_2420bp_76%	-::chr11_mat_hsa9:79736191-79738611	mGorGor1	['+::chr13_pat_hsa9:76784398-76787794']	1	[0.21801643192488263]	[0.7819835680751174]
mPanPan1	mPanPan1_numt50	NUMT_2420bp_76%	-::chr11_mat_hsa9:79736191-79738611	mPanPan1	['+::chr11_mat_hsa9:79735691-79739111']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt50	NUMT_2420bp_76%	-::chr11_mat_hsa9:79736191-79738611	mPanTro3	['+::chr11_hap1_hsa9:71033167-71036590']	1	[0.07805164319248827]	[0.9219483568075117]
mPanPan1	mPanPan1_numt50	NUMT_2420bp_76%	-::chr11_mat_hsa9:79736191-79738611	mPonAbe1	['+::chr13_hap1_hsa9:71013435-71016834']	1	[0.3259976525821596]	[0.6740023474178404]
mPanPan1	mPanPan1_numt50	NUMT_2420bp_76%	-::chr11_mat_hsa9:79736191-79738611	mPonPyg2	['+::chr13_hap1_hsa9:70221418-70224818']	1	[0.3283450704225352]	[0.6716549295774648]
mPanPan1	mPanPan1_numt50	NUMT_2420bp_76%	-::chr11_mat_hsa9:79736191-79738611	mSymSyn1	['+::chr3_hap1:63781859-63785308']	1	[0.999706572769953]	[0.0002934272300469942]
mPanPan1	mPanPan1_numt50	NUMT_2420bp_76%	-::chr11_mat_hsa9:79736191-79738611	CHM13	['+::NC_060933.1:92721128-92724540']	1	[0.221537558685446]	[0.778462441314554]
mPanPan1	mPanPan1_numt51	NUMT_813bp_78%	-::chr11_mat_hsa9:81592372-81593185	mGorGor1	['+::chr13_pat_hsa9:78639780-78641594']	1	[0.2676290949472515]	[0.7323709050527485]
mPanPan1	mPanPan1_numt51	NUMT_813bp_78%	-::chr11_mat_hsa9:81592372-81593185	mPanPan1	['+::chr11_mat_hsa9:81591872-81593685']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt51	NUMT_813bp_78%	-::chr11_mat_hsa9:81592372-81593185	mPanTro3	['+::chr11_hap1_hsa9:72887479-72889292']	1	[0.04719600222098834]	[0.9528039977790117]
mPanPan1	mPanPan1_numt51	NUMT_813bp_78%	-::chr11_mat_hsa9:81592372-81593185	CHM13	['+::NC_060933.1:94576457-94578266']	1	[0.21321488062187674]	[0.7867851193781232]
mPanPan1	mPanPan1_numt52	NUMT_61bp_84%	+::chr11_mat_hsa9:84463351-84463412	mGorGor1	['+::chr13_pat_hsa9:81528262-81529329']	1	[0.20877025738798857]	[0.7912297426120114]
mPanPan1	mPanPan1_numt52	NUMT_61bp_84%	+::chr11_mat_hsa9:84463351-84463412	mPanPan1	['+::chr11_mat_hsa9:84462851-84463912']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt52	NUMT_61bp_84%	+::chr11_mat_hsa9:84463351-84463412	mPanTro3	['+::chr11_hap1_hsa9:75774872-75775933']	1	[0.0667302192564347]	[0.9332697807435653]
mPanPan1	mPanPan1_numt52	NUMT_61bp_84%	+::chr11_mat_hsa9:84463351-84463412	mSymSyn1	['+::chr3_hap1:58956374-58957441']	1	[0.9990467111534795]	[0.0009532888465204614]
mPanPan1	mPanPan1_numt52	NUMT_61bp_84%	+::chr11_mat_hsa9:84463351-84463412	CHM13	['+::NC_060933.1:97470422-97471483']	1	[0.22116301239275502]	[0.778836987607245]
mPanPan1	mPanPan1_numt53	NUMT_367bp_72%	+::chr11_mat_hsa9:89593830-89594197	mGorGor1	['+::chr13_pat_hsa9:27977807-27979154']	1	[0.16974169741697417]	[0.8302583025830258]
mPanPan1	mPanPan1_numt53	NUMT_367bp_72%	+::chr11_mat_hsa9:89593830-89594197	mPanPan1	['+::chr11_mat_hsa9:89593330-89594697']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt53	NUMT_367bp_72%	+::chr11_mat_hsa9:89593830-89594197	mPanTro3	['+::chr11_hap1_hsa9:80990164-80991502']	1	[0.08265682656826569]	[0.9173431734317343]
mPanPan1	mPanPan1_numt53	NUMT_367bp_72%	+::chr11_mat_hsa9:89593830-89594197	mPonAbe1	['+::chr13_hap1_hsa9:22855652-22856983']	1	[0.42066420664206644]	[0.5793357933579335]
mPanPan1	mPanPan1_numt53	NUMT_367bp_72%	+::chr11_mat_hsa9:89593830-89594197	mPonPyg2	['+::chr13_hap1_hsa9:22205407-22206737']	1	[0.4236162361623616]	[0.5763837638376383]
mPanPan1	mPanPan1_numt53	NUMT_367bp_72%	+::chr11_mat_hsa9:89593830-89594197	CHM13	['+::NC_060933.1:35017850-35019191']	1	[1.0]	[0.0]
mPanPan1	mPanPan1_numt54	NUMT_261bp_76%	-::chr11_mat_hsa9:90685799-90686060	mGorGor1	['+::chr13_pat_hsa9:29068264-29069526']	1	[0.17133706965572457]	[0.8286629303442754]
mPanPan1	mPanPan1_numt54	NUMT_261bp_76%	-::chr11_mat_hsa9:90685799-90686060	mPanPan1	['+::chr11_mat_hsa9:90685299-90686560']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt54	NUMT_261bp_76%	-::chr11_mat_hsa9:90685799-90686060	mPanTro3	['+::chr11_hap1_hsa9:82084669-82085933']	1	[0.036028823058446756]	[0.9639711769415532]
mPanPan1	mPanPan1_numt54	NUMT_261bp_76%	-::chr11_mat_hsa9:90685799-90686060	mPonAbe1	['+::chr13_hap1_hsa9:23946721-23947992']	1	[0.3402722177742194]	[0.6597277822257805]
mPanPan1	mPanPan1_numt54	NUMT_261bp_76%	-::chr11_mat_hsa9:90685799-90686060	mPonPyg2	['+::chr13_hap1_hsa9:23293474-23294740']	1	[0.3450760608486789]	[0.6549239391513211]
mPanPan1	mPanPan1_numt54	NUMT_261bp_76%	-::chr11_mat_hsa9:90685799-90686060	mSymSyn1	['+::chr9_hap1:110890398-110891666']	1	[0.40512409927942356]	[0.5948759007205764]
mPanPan1	mPanPan1_numt54	NUMT_261bp_76%	-::chr11_mat_hsa9:90685799-90686060	CHM13	['+::NC_060933.1:33934575-33935839']	1	[1.0]	[0.0]
mPanPan1	mPanPan1_numt55	NUMT_2516bp_84%,NUMT_2519bp_84%	-::chr11_mat_hsa9:90942216-90944735	mGorGor1	['+::chr13_pat_hsa9:29321568-29325081', '+::chr6_mat_hsa7:151833880-151837383']	2	[0.22697462218420303, 1.0]	[0.7730253778157969, 0.0]
mPanPan1	mPanPan1_numt55	NUMT_2516bp_84%,NUMT_2519bp_84%	-::chr11_mat_hsa9:90942216-90944735	mPanPan1	['+::chr11_mat_hsa9:90941716-90945235', '+::chr6_mat_hsa7:179483035-179486552']	2	[0.0, 1.0]	[1.0, 0.0]
mPanPan1	mPanPan1_numt55	NUMT_2516bp_84%,NUMT_2519bp_84%	-::chr11_mat_hsa9:90942216-90944735	mPanTro3	['+::chr11_hap1_hsa9:82341224-82344739', '+::chr6_hap1_hsa7:158039039-158042554']	2	[0.039635015682919876, 1.0]	[0.9603649843170802, 0.0]
mPanPan1	mPanPan1_numt55	NUMT_2516bp_84%,NUMT_2519bp_84%	-::chr11_mat_hsa9:90942216-90944735	mPonAbe1	['+::chr13_hap1_hsa9:24280617-24284132', '+::chr6_hap1_hsa7:140227392-140230898']	2	[0.36897633304818933, 1.0]	[0.6310236669518107, 0.0]
mPanPan1	mPanPan1_numt55	NUMT_2516bp_84%,NUMT_2519bp_84%	-::chr11_mat_hsa9:90942216-90944735	mPonPyg2	['+::chr13_hap1_hsa9:23621642-23625160', '+::chr6_hap1_hsa7:141830401-141833912']	2	[0.37439406900484745, 1.0]	[0.6256059309951525, 0.0]
mPanPan1	mPanPan1_numt55	NUMT_2516bp_84%,NUMT_2519bp_84%	-::chr11_mat_hsa9:90942216-90944735	mSymSyn1	['+::chr6_hap1:132721527-132725033']	1	[1.0]	[0.0]
mPanPan1	mPanPan1_numt55	NUMT_2516bp_84%,NUMT_2519bp_84%	-::chr11_mat_hsa9:90942216-90944735	CHM13	['+::NC_060931.1:144020364-144023877', '+::NC_060933.1:33674618-33678132']	2	[1.0, 1.0]	[0.0, 0.0]
mPanPan1	mPanPan1_numt56	NUMT_249bp_70%	-::chr11_mat_hsa9:90945216-90945465	mGorGor1	['+::chr13_pat_hsa9:29324565-29325811', '+::chr6_mat_hsa7:151833147-151834399']	2	[0.17299919159256266, 1.0]	[0.8270008084074374, 0.0]
mPanPan1	mPanPan1_numt56	NUMT_249bp_70%	-::chr11_mat_hsa9:90945216-90945465	mPanPan1	['+::chr11_mat_hsa9:90944716-90945965', '+::chr6_mat_hsa7:179482302-179483560']	2	[0.0, 1.0]	[1.0, 0.0]
mPanPan1	mPanPan1_numt56	NUMT_249bp_70%	-::chr11_mat_hsa9:90945216-90945465	mPanTro3	['+::chr11_hap1_hsa9:82344223-82345469', '+::chr6_hap1_hsa7:158038306-158039561']	2	[0.033144704931285365, 1.0]	[0.9668552950687146, 0.0]
mPanPan1	mPanPan1_numt56	NUMT_249bp_70%	-::chr11_mat_hsa9:90945216-90945465	mPonAbe1	['+::chr13_hap1_hsa9:24283606-24284862', '+::chr6_hap1_hsa7:140226659-140227910']	2	[0.28213419563459985, 1.0]	[0.7178658043654002, 0.0]
mPanPan1	mPanPan1_numt56	NUMT_249bp_70%	-::chr11_mat_hsa9:90945216-90945465	mPonPyg2	['+::chr13_hap1_hsa9:23624636-23625890', '+::chr6_hap1_hsa7:141829668-141830922']	2	[0.27324171382376716, 1.0]	[0.7267582861762328, 0.0]
mPanPan1	mPanPan1_numt56	NUMT_249bp_70%	-::chr11_mat_hsa9:90945216-90945465	mSymSyn1	['+::chr6_hap1:132720792-132722045']	1	[1.0]	[0.0]
mPanPan1	mPanPan1_numt56	NUMT_249bp_70%	-::chr11_mat_hsa9:90945216-90945465	CHM13	['+::NC_060931.1:144019632-144020888', '+::NC_060933.1:33673890-33675137']	2	[1.0, 1.0]	[0.0, 0.0]
mPanPan1	mPanPan1_numt57	NUMT_263bp_66%	-::chr11_mat_hsa9:93129737-93130000	mGorGor1	['+::chr13_pat_hsa9:32891172-32892436']	1	[0.20303756994404476]	[0.7969624300559552]
mPanPan1	mPanPan1_numt57	NUMT_263bp_66%	-::chr11_mat_hsa9:93129737-93130000	mPanPan1	['+::chr11_mat_hsa9:93129237-93130500']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt57	NUMT_263bp_66%	-::chr11_mat_hsa9:93129737-93130000	mPanTro3	['+::chr11_hap1_hsa9:84513380-84514643']	1	[0.02238209432454037]	[0.9776179056754596]
mPanPan1	mPanPan1_numt57	NUMT_263bp_66%	-::chr11_mat_hsa9:93129737-93130000	mPonAbe1	['+::chr13_hap1_hsa9:26465680-26466951']	1	[0.29256594724220625]	[0.7074340527577938]
mPanPan1	mPanPan1_numt57	NUMT_263bp_66%	-::chr11_mat_hsa9:93129737-93130000	mPonPyg2	['+::chr13_hap1_hsa9:25819711-25820983']	1	[0.3005595523581135]	[0.6994404476418865]
mPanPan1	mPanPan1_numt57	NUMT_263bp_66%	-::chr11_mat_hsa9:93129737-93130000	mSymSyn1	['+::chr3_hap1:84288742-84290007']	1	[1.0]	[0.0]
mPanPan1	mPanPan1_numt57	NUMT_263bp_66%	-::chr11_mat_hsa9:93129737-93130000	CHM13	['+::NC_060933.1:31513607-31514871']	1	[1.0]	[0.0]
mPanPan1	mPanPan1_numt58	NUMT_1472bp_85%	+::chr11_mat_hsa9:97322812-97324284	mGorGor1	['+::chr13_pat_hsa9:37206204-37208750']	1	[0.3101626016260163]	[0.6898373983739837]
mPanPan1	mPanPan1_numt58	NUMT_1472bp_85%	+::chr11_mat_hsa9:97322812-97324284	mPanPan1	['+::chr11_mat_hsa9:97322312-97324784']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt58	NUMT_1472bp_85%	+::chr11_mat_hsa9:97322812-97324284	mPanTro3	['+::chr11_hap1_hsa9:88709569-88712041']	1	[0.05731707317073171]	[0.9426829268292682]
mPanPan1	mPanPan1_numt60	NUMT_4419bp_98%	-::chr11_mat_hsa9:102060085-102064504	mPanPan1	['+::chr11_mat_hsa9:102059585-102065004']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt61	NUMT_73bp_84%	-::chr11_mat_hsa9:105719639-105719712	mGorGor1	['+::chr13_pat_hsa9:45621553-45622623']	1	[0.1357210179076343]	[0.8642789820923658]
mPanPan1	mPanPan1_numt61	NUMT_73bp_84%	-::chr11_mat_hsa9:105719639-105719712	mPanPan1	['+::chr11_mat_hsa9:105719139-105720212']	1	[0.0]	[1.0]
mPanPan1	mPanPan1_numt61	NUMT_73bp_84%	-::chr11_mat_hsa9:105719639-105719712	mPanTro3	['+::chr11_hap1_hsa9:97089063-97090134']	1	[0.06503298774740811]	[0.9349670122525919]
mPanPan1	mPanPan1_numt61	NUMT_73bp_84%	-::chr11_mat_hsa9:105719639-105719712	mPonAbe1	['+::chr13_hap1_hsa9:39348958-39350031']	1	[0.2987747408105561]	[0.7012252591894439]
mPanPan1	mPanPan1_numt61	NUMT_73bp_84%	-::chr11_mat_hsa9:105719639-105719712	mPonPyg2	['+::chr13_hap1_hsa9:38649063-38650136']	1	[0.3100848256361923]	[0.6899151743638077]
mPanPan1	mPanPan1_numt61	NUMT_73bp_84%	-::chr11_mat_hsa9:105719639-105719712	mSymSyn1	['+::chr9_hap1:120906853-120907907']	1	[0.3242224316682375]	[0.6757775683317625]
