Query_Species	NUMT	NUMT_info	Loci
mPanTro3	mPanTro3_numt252	NUMT_159bp_72%	-::chr18_hap1_hsa16:47057705-47057864
mPanTro3	mPanTro3_numt253	NUMT_65bp_82%	+::chr18_hap1_hsa16:72002410-72002475
mPanTro3	mPanTro3_numt254	NUMT_2737bp_71%	-::chr18_hap1_hsa16:80282176-80284913
mPanTro3	mPanTro3_numt255	NUMT_292bp_72%	+::chr18_hap1_hsa16:81831957-81832249
mPanTro3	mPanTro3_numt256	NUMT_68bp_97%	+::chr18_hap1_hsa16:82616213-82616281
mPanTro3	mPanTro3_numt257	NUMT_189bp_99%	+::chr19_hap1_hsa17:14428770-14428959
mPanTro3	mPanTro3_numt258	NUMT_85bp_95%	-::chr19_hap1_hsa17:14997862-14997947
mPanTro3	mPanTro3_numt259	NUMT_323bp_81%	+::chr19_hap1_hsa17:31951167-31951490
mPanTro3	mPanTro3_numt260	NUMT_298bp_68%	-::chr19_hap1_hsa17:33910173-33910471
mPanTro3	mPanTro3_numt261	NUMT_78bp_91%	-::chr19_hap1_hsa17:38607213-38607291
mPanTro3	mPanTro3_numt262	NUMT_10504bp_84%,NUMT_2135bp_81%,NUMT_254bp_84%,NUMT_8370bp_85%	+,-::chr19_hap1_hsa17:45318544-45329304
mPanTro3	mPanTro3_numt263	NUMT_2653bp_79%	-::chr19_hap1_hsa17:45329497-45332150
mPanTro3	mPanTro3_numt264	NUMT_98bp_80%	-::chr19_hap1_hsa17:51604519-51604617
mPanTro3	mPanTro3_numt265	NUMT_199bp_78%	-::chr19_hap1_hsa17:51607259-51607458
mPanTro3	mPanTro3_numt266	NUMT_323bp_75%	+::chr19_hap1_hsa17:52192051-52192374
mPanTro3	mPanTro3_numt267	NUMT_1513bp_81%,NUMT_1515bp_81%	+::chr19_hap1_hsa17:52193065-52194580
mPanTro3	mPanTro3_numt268	NUMT_575bp_80%	+::chr19_hap1_hsa17:52194896-52195471
mPanTro3	mPanTro3_numt269	NUMT_619bp_81%	+::chr19_hap1_hsa17:52195780-52196399
mPanTro3	mPanTro3_numt270	NUMT_1334bp_78%	+::chr19_hap1_hsa17:52196705-52198039
mPanTro3	mPanTro3_numt271	NUMT_325bp_77%	+::chr19_hap1_hsa17:52198351-52198676
mPanTro3	mPanTro3_numt272	NUMT_1447bp_77%	+::chr19_hap1_hsa17:52198994-52200441
mPanTro3	mPanTro3_numt273	NUMT_69bp_100%	-::chr19_hap1_hsa17:55804343-55804412
mPanTro3	mPanTro3_numt274	NUMT_73bp_85%	-::chr19_hap1_hsa17:68034291-68034364
mPanTro3	mPanTro3_numt275	NUMT_50bp_88%	-::chr19_hap1_hsa17:69720755-69720805
mPanTro3	mPanTro3_numt276	NUMT_73bp_85%	-::chr19_hap1_hsa17:74289303-74289376
mPanTro3	mPanTro3_numt277	NUMT_232bp_78%	+::chr19_hap1_hsa17:76526710-76526942
mPanTro3	mPanTro3_numt278	NUMT_494bp_69%	+::chr19_hap1_hsa17:81917317-81917811
mPanTro3	mPanTro3_numt279	NUMT_128bp_79%	+::chr1_hap1_hsa1:8633536-8633664
mPanTro3	mPanTro3_numt280	NUMT_56bp_82%	+::chr1_hap1_hsa1:9250282-9250338
mPanTro3	mPanTro3_numt281	NUMT_4646bp_72%	+::chr1_hap1_hsa1:11223292-11227938
mPanTro3	mPanTro3_numt282	NUMT_5595bp_79%,NUMT_5630bp_78%	+::chr1_hap1_hsa1:11228613-11234243
mPanTro3	mPanTro3_numt283	NUMT_5000bp_74%	+::chr1_hap1_hsa1:13623091-13628091
mPanTro3	mPanTro3_numt284	NUMT_871bp_70%	-::chr1_hap1_hsa1:13644585-13645456
mPanTro3	mPanTro3_numt285	NUMT_87bp_94%	+::chr1_hap1_hsa1:17135500-17135587
mPanTro3	mPanTro3_numt286	NUMT_98bp_84%	-::chr1_hap1_hsa1:22334028-22334126
mPanTro3	mPanTro3_numt287	NUMT_57bp_83%	-::chr1_hap1_hsa1:23477510-23477567
mPanTro3	mPanTro3_numt288	NUMT_101bp_85%	+::chr1_hap1_hsa1:28663387-28663488
mPanTro3	mPanTro3_numt289	NUMT_76bp_90%	-::chr1_hap1_hsa1:36612210-36612286
mPanTro3	mPanTro3_numt290	NUMT_168bp_76%	+::chr1_hap1_hsa1:43606265-43606433
mPanTro3	mPanTro3_numt291	NUMT_74bp_96%	+::chr1_hap1_hsa1:49718723-49718797
mPanTro3	mPanTro3_numt292	NUMT_302bp_72%	-::chr1_hap1_hsa1:57215577-57215879
mPanTro3	mPanTro3_numt293	NUMT_318bp_70%	+::chr1_hap1_hsa1:58273516-58273834
mPanTro3	mPanTro3_numt294	NUMT_81bp_95%	+::chr1_hap1_hsa1:60836896-60836977
mPanTro3	mPanTro3_numt295	NUMT_390bp_76%	-::chr1_hap1_hsa1:67708912-67709302
mPanTro3	mPanTro3_numt296	NUMT_71bp_81%	+::chr1_hap1_hsa1:76386650-76386721
mPanTro3	mPanTro3_numt297	NUMT_55bp_84%	-::chr1_hap1_hsa1:79105795-79105850
mPanTro3	mPanTro3_numt298	NUMT_92bp_97%	+::chr1_hap1_hsa1:79640805-79640897
mPanTro3	mPanTro3_numt299	NUMT_123bp_89%	-::chr1_hap1_hsa1:110806037-110806160
mPanTro3	mPanTro3_numt300	NUMT_67bp_81%	-::chr1_hap1_hsa1:123784572-123784639
mPanTro3	mPanTro3_numt301	NUMT_3099bp_74%,NUMT_3448bp_74%,NUMT_346bp_76%	+::chr1_hap1_hsa1:124538075-124541523
mPanTro3	mPanTro3_numt302	NUMT_150bp_100%	+::chr1_hap1_hsa1:135484030-135484180
mPanTro3	mPanTro3_numt303	NUMT_1336bp_70%	+::chr1_hap1_hsa1:137241890-137243226
mPanTro3	mPanTro3_numt304	NUMT_526bp_71%	+::chr1_hap1_hsa1:137245361-137245887
mPanTro3	mPanTro3_numt305	NUMT_828bp_71%	+::chr1_hap1_hsa1:137251329-137252157
mPanTro3	mPanTro3_numt306	NUMT_481bp_69%	+::chr1_hap1_hsa1:137252516-137252997
mPanTro3	mPanTro3_numt307	NUMT_529bp_67%,NUMT_601bp_67%	+::chr1_hap1_hsa1:137253472-137254073
mPanTro3	mPanTro3_numt308	NUMT_121bp_71%	+::chr1_hap1_hsa1:137254336-137254457
mPanTro3	mPanTro3_numt309	NUMT_622bp_71%	+::chr1_hap1_hsa1:137254737-137255359
mPanTro3	mPanTro3_numt310	NUMT_965bp_66%	+::chr1_hap1_hsa1:137256079-137257044
mPanTro3	mPanTro3_numt311	NUMT_199bp_73%	+::chr1_hap1_hsa1:137257448-137257647
mPanTro3	mPanTro3_numt312	NUMT_373bp_80%	-::chr1_hap1_hsa1:149952815-149953188
mPanTro3	mPanTro3_numt313	NUMT_191bp_87%	+::chr1_hap1_hsa1:154049323-154049514
mPanTro3	mPanTro3_numt314	NUMT_1109bp_68%	+::chr1_hap1_hsa1:175601616-175602725
mPanTro3	mPanTro3_numt315	NUMT_411bp_79%	-::chr1_hap1_hsa1:181008294-181008705
mPanTro3	mPanTro3_numt316	NUMT_73bp_80%	+::chr1_hap1_hsa1:183792343-183792416
mPanTro3	mPanTro3_numt317	NUMT_206bp_93%	+::chr1_hap1_hsa1:185263715-185263921
mPanTro3	mPanTro3_numt318	NUMT_314bp_94%	+::chr1_hap1_hsa1:185264154-185264468
mPanTro3	mPanTro3_numt319	NUMT_77bp_97%	-::chr1_hap1_hsa1:197464066-197464143
mPanTro3	mPanTro3_numt320	NUMT_213bp_76%	-::chr1_hap1_hsa1:212604926-212605139
mPanTro3	mPanTro3_numt321	NUMT_518bp_70%	+::chr1_hap1_hsa1:220567823-220568341
mPanTro3	mPanTro3_numt322	NUMT_55bp_86%	-::chr1_hap1_hsa1:220852402-220852457
mPanTro3	mPanTro3_numt323	NUMT_202bp_83%	-::chr1_hap1_hsa1:222425372-222425574
mPanTro3	mPanTro3_numt324	NUMT_174bp_89%	-::chr1_hap1_hsa1:223096239-223096413
mPanTro3	mPanTro3_numt325	NUMT_210bp_91%	+::chr1_hap1_hsa1:226162327-226162537
mPanTro3	mPanTro3_numt326	NUMT_114bp_77%	-::chr1_hap1_hsa1:226461745-226461859
mPanTro3	mPanTro3_numt327	NUMT_715bp_70%	-::chr20_hap1_hsa19:14784216-14784931
mPanTro3	mPanTro3_numt328	NUMT_407bp_71%	-::chr20_hap1_hsa19:14793298-14793705
mPanTro3	mPanTro3_numt329	NUMT_56bp_82%	-::chr20_hap1_hsa19:14900123-14900179
mPanTro3	mPanTro3_numt330	NUMT_354bp_68%	-::chr20_hap1_hsa19:14901360-14901714
mPanTro3	mPanTro3_numt331	NUMT_631bp_68%	+::chr20_hap1_hsa19:15198492-15199123
mPanTro3	mPanTro3_numt332	NUMT_324bp_69%	+::chr20_hap1_hsa19:15200983-15201307
mPanTro3	mPanTro3_numt333	NUMT_246bp_72%,NUMT_312bp_75%,NUMT_562bp_73%	+::chr20_hap1_hsa19:15202865-15203427
mPanTro3	mPanTro3_numt334	NUMT_61bp_98%	-::chr20_hap1_hsa19:17588287-17588348
mPanTro3	mPanTro3_numt335	NUMT_74bp_87%	+::chr20_hap1_hsa19:30826971-30827045
mPanTro3	mPanTro3_numt336	NUMT_71bp_85%	+::chr20_hap1_hsa19:33115544-33115615
mPanTro3	mPanTro3_numt337	NUMT_98bp_75%	-::chr20_hap1_hsa19:40642842-40642940
mPanTro3	mPanTro3_numt338	NUMT_128bp_79%	+::chr20_hap1_hsa19:40643665-40643793
mPanTro3	mPanTro3_numt339	NUMT_644bp_66%	+::chr20_hap1_hsa19:40643920-40644564
mPanTro3	mPanTro3_numt340	NUMT_878bp_67%	+::chr20_hap1_hsa19:40644892-40645770
mPanTro3	mPanTro3_numt341	NUMT_1376bp_68%	+::chr20_hap1_hsa19:40647263-40648639
mPanTro3	mPanTro3_numt342	NUMT_889bp_70%	+::chr20_hap1_hsa19:40650588-40651477
mPanTro3	mPanTro3_numt343	NUMT_234bp_79%	-::chr20_hap1_hsa19:45107217-45107451
mPanTro3	mPanTro3_numt344	NUMT_60bp_92%,NUMT_81bp_82%	+,-::chr20_hap1_hsa19:47105779-47105918
mPanTro3	mPanTro3_numt345	NUMT_39bp_98%	+::chr20_hap1_hsa19:50885031-50885070
mPanTro3	mPanTro3_numt346	NUMT_324bp_67%	-::chr20_hap1_hsa19:59636075-59636399
mPanTro3	mPanTro3_numt347	NUMT_617bp_70%	+::chr20_hap1_hsa19:59863151-59863768
mPanTro3	mPanTro3_numt348	NUMT_74bp_80%	+::chr21_hap1_hsa20:8825285-8825359
mPanTro3	mPanTro3_numt349	NUMT_66bp_81%	-::chr21_hap1_hsa20:9028468-9028534
mPanTro3	mPanTro3_numt350	NUMT_323bp_74%	+::chr21_hap1_hsa20:12529627-12529950
mPanTro3	mPanTro3_numt351	NUMT_80bp_99%	+::chr21_hap1_hsa20:13669436-13669516
mPanTro3	mPanTro3_numt352	NUMT_168bp_82%	+::chr21_hap1_hsa20:14404388-14404556
mPanTro3	mPanTro3_numt353	NUMT_515bp_83%	-::chr21_hap1_hsa20:35693609-35694124
mPanTro3	mPanTro3_numt354	NUMT_1339bp_75%	-::chr21_hap1_hsa20:35694196-35695535
mPanTro3	mPanTro3_numt355	NUMT_948bp_75%	+::chr21_hap1_hsa20:35695555-35696503
mPanTro3	mPanTro3_numt356	NUMT_370bp_73%	+::chr21_hap1_hsa20:40926397-40926767
mPanTro3	mPanTro3_numt357	NUMT_3648bp_78%,NUMT_3655bp_78%	-::chr21_hap1_hsa20:63647896-63651551
mPanTro3	mPanTro3_numt358	NUMT_112bp_82%	-::chr21_hap1_hsa20:63652191-63652303
mPanTro3	mPanTro3_numt359	NUMT_471bp_71%	-::chr21_hap1_hsa20:66718333-66718804
mPanTro3	mPanTro3_numt360	NUMT_516bp_84%	-::chr22_hap1_hsa21:4376124-4376640
mPanTro3	mPanTro3_numt361	NUMT_1336bp_75%	-::chr22_hap1_hsa21:4376713-4378049
mPanTro3	mPanTro3_numt362	NUMT_948bp_75%	+::chr22_hap1_hsa21:4378069-4379017
mPanTro3	mPanTro3_numt363	NUMT_951bp_74%	-::chr22_hap1_hsa21:5899042-5899993
mPanTro3	mPanTro3_numt364	NUMT_1336bp_76%	+::chr22_hap1_hsa21:5900013-5901349
mPanTro3	mPanTro3_numt365	NUMT_516bp_84%	+::chr22_hap1_hsa21:5901422-5901938
mPanTro3	mPanTro3_numt366	NUMT_945bp_75%	-::chr22_hap1_hsa21:6959831-6960776
mPanTro3	mPanTro3_numt367	NUMT_1332bp_75%	+::chr22_hap1_hsa21:6960796-6962128
mPanTro3	mPanTro3_numt368	NUMT_518bp_84%	+::chr22_hap1_hsa21:6962200-6962718
mPanTro3	mPanTro3_numt369	NUMT_1570bp_94%,NUMT_1600bp_93%,NUMT_3171bp_93%	+::chr22_hap1_hsa21:7924701-7927872
mPanTro3	mPanTro3_numt370	NUMT_135bp_98%	+::chr22_hap1_hsa21:14402411-14402546
mPanTro3	mPanTro3_numt371	NUMT_67bp_88%	-::chr22_hap1_hsa21:15073718-15073785
mPanTro3	mPanTro3_numt372	NUMT_96bp_85%	-::chr22_hap1_hsa21:17528151-17528247
mPanTro3	mPanTro3_numt373	NUMT_97bp_79%	+::chr22_hap1_hsa21:25721372-25721469
mPanTro3	mPanTro3_numt374	NUMT_1882bp_67%	-::chr22_hap1_hsa21:36603806-36605688
mPanTro3	mPanTro3_numt375	NUMT_175bp_71%	+::chr22_hap1_hsa21:40300911-40301086
mPanTro3	mPanTro3_numt376	NUMT_251bp_69%	-::chr22_hap1_hsa21:45112967-45113218
mPanTro3	mPanTro3_numt377	NUMT_386bp_67%	-::chr22_hap1_hsa21:45114379-45114765
mPanTro3	mPanTro3_numt378	NUMT_313bp_72%	-::chr22_hap1_hsa21:45115112-45115425
mPanTro3	mPanTro3_numt379	NUMT_230bp_68%	-::chr22_hap1_hsa21:45115936-45116166
mPanTro3	mPanTro3_numt380	NUMT_254bp_67%	-::chr22_hap1_hsa21:45116491-45116745
mPanTro3	mPanTro3_numt381	NUMT_657bp_66%	-::chr22_hap1_hsa21:45116808-45117465
mPanTro3	mPanTro3_numt382	NUMT_196bp_88%	-::chr22_hap1_hsa21:46030439-46030635
mPanTro3	mPanTro3_numt383	NUMT_951bp_74%	-::chr23_hap1_hsa22:7468027-7468978
mPanTro3	mPanTro3_numt384	NUMT_1336bp_76%	+::chr23_hap1_hsa22:7468998-7470334
mPanTro3	mPanTro3_numt385	NUMT_516bp_84%	+::chr23_hap1_hsa22:7470407-7470923
mPanTro3	mPanTro3_numt386	NUMT_1556bp_93%,NUMT_1600bp_93%,NUMT_3157bp_93%	+::chr23_hap1_hsa22:8870964-8874121
mPanTro3	mPanTro3_numt387	NUMT_138bp_76%	-::chr23_hap1_hsa22:19582331-19582469
mPanTro3	mPanTro3_numt388	NUMT_489bp_79%	+::chr23_hap1_hsa22:25920954-25921443
mPanTro3	mPanTro3_numt389	NUMT_425bp_79%	+::chr23_hap1_hsa22:25922339-25922764
mPanTro3	mPanTro3_numt390	NUMT_339bp_79%	-::chr23_hap1_hsa22:34995876-34996215
mPanTro3	mPanTro3_numt391	NUMT_242bp_95%	-::chr23_hap1_hsa22:35931390-35931632
mPanTro3	mPanTro3_numt392	NUMT_512bp_73%	+::chr23_hap1_hsa22:38250494-38251006
mPanTro3	mPanTro3_numt393	NUMT_1097bp_66%,NUMT_1300bp_66%	+::chr23_hap1_hsa22:38251510-38252810
mPanTro3	mPanTro3_numt394	NUMT_736bp_69%	+::chr23_hap1_hsa22:38253103-38253839
mPanTro3	mPanTro3_numt395	NUMT_192bp_73%	+::chr23_hap1_hsa22:38253855-38254047
mPanTro3	mPanTro3_numt396	NUMT_63bp_89%	+::chr23_hap1_hsa22:43757769-43757832
mPanTro3	mPanTro3_numt397	NUMT_67bp_84%	-::chr23_hap1_hsa22:48467721-48467788
mPanTro3	mPanTro3_numt398	NUMT_224bp_80%	+::chr23_hap1_hsa22:52210996-52211220
mPanTro3	mPanTro3_numt399	NUMT_110bp_76%	-::chr2_hap1_hsa3:16178012-16178122
mPanTro3	mPanTro3_numt400	NUMT_336bp_69%	-::chr2_hap1_hsa3:16178456-16178792
mPanTro3	mPanTro3_numt401	NUMT_82bp_98%	-::chr2_hap1_hsa3:18954838-18954920
mPanTro3	mPanTro3_numt402	NUMT_76bp_97%	-::chr2_hap1_hsa3:27257373-27257449
mPanTro3	mPanTro3_numt403	NUMT_94bp_76%	-::chr2_hap1_hsa3:28403599-28403693
mPanTro3	mPanTro3_numt404	NUMT_243bp_80%	-::chr2_hap1_hsa3:33787973-33788216
mPanTro3	mPanTro3_numt405	NUMT_1610bp_81%	+::chr2_hap1_hsa3:44262973-44264583
mPanTro3	mPanTro3_numt406	NUMT_411bp_79%	-::chr2_hap1_hsa3:47228955-47229366
mPanTro3	mPanTro3_numt407	NUMT_97bp_98%	+::chr2_hap1_hsa3:56102350-56102447
mPanTro3	mPanTro3_numt408	NUMT_71bp_86%	-::chr2_hap1_hsa3:67818553-67818624
mPanTro3	mPanTro3_numt409	NUMT_54bp_84%	+::chr2_hap1_hsa3:72644932-72644986
mPanTro3	mPanTro3_numt410	NUMT_156bp_89%,NUMT_75bp_96%	+,-::chr2_hap1_hsa3:72645038-72645269
mPanTro3	mPanTro3_numt411	NUMT_234bp_82%	+::chr2_hap1_hsa3:76580135-76580369
mPanTro3	mPanTro3_numt412	NUMT_63bp_98%	-::chr2_hap1_hsa3:80455612-80455675
mPanTro3	mPanTro3_numt413	NUMT_558bp_87%	+::chr2_hap1_hsa3:84723989-84724547
mPanTro3	mPanTro3_numt414	NUMT_2897bp_73%,NUMT_3246bp_73%,NUMT_346bp_77%	-::chr2_hap1_hsa3:93902908-93906154
mPanTro3	mPanTro3_numt415	NUMT_69bp_99%	-::chr2_hap1_hsa3:94055466-94055535
mPanTro3	mPanTro3_numt416	NUMT_147bp_82%	-::chr2_hap1_hsa3:100047069-100047216
mPanTro3	mPanTro3_numt417	NUMT_1763bp_72%	-::chr2_hap1_hsa3:110245825-110247588
mPanTro3	mPanTro3_numt418	NUMT_1611bp_75%,NUMT_1944bp_74%,NUMT_330bp_73%	-::chr2_hap1_hsa3:110247951-110249895
mPanTro3	mPanTro3_numt419	NUMT_280bp_78%,NUMT_281bp_78%	+::chr2_hap1_hsa3:110250262-110250543
mPanTro3	mPanTro3_numt420	NUMT_1904bp_71%	+::chr2_hap1_hsa3:110250551-110252455
mPanTro3	mPanTro3_numt421	NUMT_206bp_78%	-::chr2_hap1_hsa3:110252523-110252729
mPanTro3	mPanTro3_numt422	NUMT_1448bp_74%	+::chr2_hap1_hsa3:110252731-110254179
mPanTro3	mPanTro3_numt423	NUMT_1036bp_79%	-::chr2_hap1_hsa3:110254180-110255216
mPanTro3	mPanTro3_numt424	NUMT_612bp_84%	+::chr2_hap1_hsa3:124013288-124013900
mPanTro3	mPanTro3_numt425	NUMT_66bp_88%	+::chr2_hap1_hsa3:125956731-125956797
mPanTro3	mPanTro3_numt426	NUMT_125bp_82%	+::chr2_hap1_hsa3:130237463-130237588
mPanTro3	mPanTro3_numt427	NUMT_79bp_78%	-::chr2_hap1_hsa3:132234760-132234839
mPanTro3	mPanTro3_numt428	NUMT_52bp_92%	+::chr2_hap1_hsa3:145943149-145943201
mPanTro3	mPanTro3_numt429	NUMT_156bp_75%	-::chr2_hap1_hsa3:154048042-154048198
mPanTro3	mPanTro3_numt430	NUMT_174bp_83%	-::chr2_hap1_hsa3:156118212-156118386
mPanTro3	mPanTro3_numt431	NUMT_184bp_84%	-::chr2_hap1_hsa3:156861855-156862039
mPanTro3	mPanTro3_numt432	NUMT_217bp_69%	-::chr2_hap1_hsa3:158643800-158644017
mPanTro3	mPanTro3_numt433	NUMT_393bp_84%	+::chr2_hap1_hsa3:164126094-164126487
mPanTro3	mPanTro3_numt434	NUMT_36bp_95%	+::chr2_hap1_hsa3:167268633-167268669
mPanTro3	mPanTro3_numt435	NUMT_263bp_72%	-::chr2_hap1_hsa3:169314379-169314642
mPanTro3	mPanTro3_numt436	NUMT_1829bp_75%	-::chr2_hap1_hsa3:169314700-169316529
mPanTro3	mPanTro3_numt437	NUMT_95bp_79%	-::chr2_hap1_hsa3:169381294-169381389
mPanTro3	mPanTro3_numt438	NUMT_421bp_70%	-::chr2_hap1_hsa3:169381725-169382146
mPanTro3	mPanTro3_numt439	NUMT_775bp_73%	-::chr2_hap1_hsa3:169387083-169387858
mPanTro3	mPanTro3_numt440	NUMT_71bp_85%	+::chr2_hap1_hsa3:173092771-173092842
mPanTro3	mPanTro3_numt441	NUMT_230bp_85%	+::chr2_hap1_hsa3:174680453-174680683
mPanTro3	mPanTro3_numt442	NUMT_73bp_82%	+::chr2_hap1_hsa3:179388531-179388604
mPanTro3	mPanTro3_numt443	NUMT_119bp_84%	+::chr2_hap1_hsa3:180166225-180166344
mPanTro3	mPanTro3_numt444	NUMT_310bp_78%	-::chr2_hap1_hsa3:180210583-180210893
mPanTro3	mPanTro3_numt445	NUMT_151bp_71%	-::chr2_hap1_hsa3:189241149-189241300
mPanTro3	mPanTro3_numt446	NUMT_70bp_83%	+::chr2_hap1_hsa3:190638055-190638125
mPanTro3	mPanTro3_numt447	NUMT_100bp_90%	+::chr2_hap1_hsa3:191003055-191003155
mPanTro3	mPanTro3_numt448	NUMT_148bp_99%	+::chr2_hap1_hsa3:194550049-194550197
mPanTro3	mPanTro3_numt449	NUMT_94bp_97%	-::chr3_hap1_hsa4:4769866-4769960
mPanTro3	mPanTro3_numt450	NUMT_94bp_100%	-::chr3_hap1_hsa4:4769961-4770055
mPanTro3	mPanTro3_numt451	NUMT_178bp_74%	+::chr3_hap1_hsa4:5728857-5729035
mPanTro3	mPanTro3_numt452	NUMT_603bp_80%	-::chr3_hap1_hsa4:14995980-14996583
mPanTro3	mPanTro3_numt453	NUMT_290bp_86%	+::chr3_hap1_hsa4:17542056-17542346
mPanTro3	mPanTro3_numt454	NUMT_979bp_72%	-::chr3_hap1_hsa4:26177698-26178677
mPanTro3	mPanTro3_numt455	NUMT_1845bp_75%	-::chr3_hap1_hsa4:26178996-26180841
mPanTro3	mPanTro3_numt456	NUMT_151bp_93%	-::chr3_hap1_hsa4:28181702-28181853
mPanTro3	mPanTro3_numt457	NUMT_848bp_73%	-::chr3_hap1_hsa4:31314979-31315827
mPanTro3	mPanTro3_numt458	NUMT_641bp_71%	+::chr3_hap1_hsa4:48407287-48407928
mPanTro3	mPanTro3_numt459	NUMT_135bp_80%	+::chr3_hap1_hsa4:61394955-61395090
mPanTro3	mPanTro3_numt460	NUMT_809bp_68%	+::chr3_hap1_hsa4:61918118-61918927
mPanTro3	mPanTro3_numt461	NUMT_99bp_88%	-::chr3_hap1_hsa4:63882921-63883020
mPanTro3	mPanTro3_numt462	NUMT_1344bp_79%	+::chr3_hap1_hsa4:65330850-65332194
mPanTro3	mPanTro3_numt463	NUMT_3520bp_77%	+::chr3_hap1_hsa4:65332196-65335716
mPanTro3	mPanTro3_numt464	NUMT_315bp_70%	+::chr3_hap1_hsa4:65335722-65336037
mPanTro3	mPanTro3_numt465	NUMT_217bp_83%	-::chr3_hap1_hsa4:65336144-65336361
mPanTro3	mPanTro3_numt466	NUMT_54bp_85%	+::chr3_hap1_hsa4:69192871-69192925
mPanTro3	mPanTro3_numt467	NUMT_60bp_89%	-::chr3_hap1_hsa4:85123134-85123194
mPanTro3	mPanTro3_numt468	NUMT_129bp_76%	-::chr3_hap1_hsa4:89044945-89045074
mPanTro3	mPanTro3_numt469	NUMT_184bp_86%	+::chr3_hap1_hsa4:91102133-91102317
mPanTro3	mPanTro3_numt470	NUMT_828bp_79%	+::chr3_hap1_hsa4:94094667-94095495
mPanTro3	mPanTro3_numt471	NUMT_176bp_75%	+::chr3_hap1_hsa4:95214398-95214574
mPanTro3	mPanTro3_numt472	NUMT_1224bp_92%,NUMT_6151bp_90%,NUMT_7377bp_90%	+::chr3_hap1_hsa4:97312057-97319434
mPanTro3	mPanTro3_numt473	NUMT_515bp_71%	+::chr3_hap1_hsa4:117758318-117758833
mPanTro3	mPanTro3_numt474	NUMT_2559bp_79%,NUMT_2561bp_79%	+::chr3_hap1_hsa4:117759466-117762027
mPanTro3	mPanTro3_numt475	NUMT_377bp_86%	-::chr3_hap1_hsa4:129249681-129250058
mPanTro3	mPanTro3_numt476	NUMT_52bp_100%	-::chr3_hap1_hsa4:155595536-155595588
mPanTro3	mPanTro3_numt477	NUMT_14848bp_76%,NUMT_6589bp_74%,NUMT_8256bp_77%	-::chr3_hap1_hsa4:157268603-157283451
mPanTro3	mPanTro3_numt478	NUMT_110bp_86%	+::chr3_hap1_hsa4:164939024-164939134
mPanTro3	mPanTro3_numt479	NUMT_37bp_100%	-::chr3_hap1_hsa4:169033509-169033546
mPanTro3	mPanTro3_numt480	NUMT_603bp_76%	-::chr3_hap1_hsa4:173393699-173394302
mPanTro3	mPanTro3_numt481	NUMT_149bp_78%	+::chr3_hap1_hsa4:180741068-180741217
mPanTro3	mPanTro3_numt482	NUMT_181bp_83%	-::chr3_hap1_hsa4:182912035-182912216
mPanTro3	mPanTro3_numt483	NUMT_63bp_88%	+::chr3_hap1_hsa4:186935394-186935457
mPanTro3	mPanTro3_numt484	NUMT_145bp_97%	+::chr3_hap1_hsa4:187115640-187115785
mPanTro3	mPanTro3_numt485	NUMT_224bp_72%	-::chr4_hap1_hsa5:2034853-2035077
mPanTro3	mPanTro3_numt486	NUMT_579bp_80%	-::chr4_hap1_hsa5:6065502-6066081
mPanTro3	mPanTro3_numt487	NUMT_908bp_79%	-::chr4_hap1_hsa5:6066093-6067001
mPanTro3	mPanTro3_numt488	NUMT_140bp_83%	-::chr4_hap1_hsa5:6067007-6067147
mPanTro3	mPanTro3_numt489	NUMT_153bp_72%	+::chr4_hap1_hsa5:9085910-9086063
mPanTro3	mPanTro3_numt490	NUMT_2002bp_73%	+::chr4_hap1_hsa5:9285007-9287009
mPanTro3	mPanTro3_numt491	NUMT_502bp_70%	+::chr4_hap1_hsa5:9287183-9287685
mPanTro3	mPanTro3_numt492	NUMT_484bp_80%	+::chr4_hap1_hsa5:9288516-9289000
mPanTro3	mPanTro3_numt493	NUMT_116bp_78%	-::chr4_hap1_hsa5:19433492-19433608
mPanTro3	mPanTro3_numt494	NUMT_3463bp_88%	-::chr4_hap1_hsa5:21567324-21570787
mPanTro3	mPanTro3_numt495	NUMT_55bp_84%	+::chr4_hap1_hsa5:28975679-28975734
mPanTro3	mPanTro3_numt496	NUMT_529bp_66%	+::chr4_hap1_hsa5:30813644-30814173
mPanTro3	mPanTro3_numt497	NUMT_63bp_83%	-::chr4_hap1_hsa5:30967850-30967913
mPanTro3	mPanTro3_numt498	NUMT_2118bp_96%,NUMT_227bp_87%,NUMT_2351bp_95%	+::chr4_hap1_hsa5:35407448-35409799
mPanTro3	mPanTro3_numt499	NUMT_227bp_97%	-::chr4_hap1_hsa5:36475710-36475937
mPanTro3	mPanTro3_numt500	NUMT_226bp_69%	-::chr4_hap1_hsa5:36645549-36645775
mPanTro3	mPanTro3_numt501	NUMT_74bp_81%	+::chr4_hap1_hsa5:42815243-42815317
mPanTro3	mPanTro3_numt502	NUMT_485bp_82%	+::chr4_hap1_hsa5:53858046-53858531
mPanTro3	mPanTro3_numt503	NUMT_117bp_99%	-::chr4_hap1_hsa5:59105722-59105839
mPanTro3	mPanTro3_numt504	NUMT_142bp_76%	+::chr4_hap1_hsa5:81716779-81716921
mPanTro3	mPanTro3_numt505	NUMT_64bp_85%	-::chr4_hap1_hsa5:83221873-83221937
mPanTro3	mPanTro3_numt506	NUMT_36bp_97%	-::chr4_hap1_hsa5:83620455-83620491
