Query_Species	NUMT	NUMT_info	Loci	DB_Species	Matches	Counts
mPanTro3	mPanTro3_numt171	NUMT_1336bp_75%	+::chr14_hap1_hsa13:195867-197203	HG00597	['+::HG00597#1#CM085766.1:131380934-131383271', '+::HG00597#1#CM085767.1:95256530-95258923', '+::HG00597#1#CM085768.1:94646225-94648556', '+::HG00597#1#CM085772.1:60195733-60198064', '+::HG00597#1#CM085777.1:31215621-31217948', '+::HG00597#1#JBHDUU010000005.1:316582-318915', '+::HG00597#1#JBHDUU010000013.1:158907-161245', '+::HG00597#1#JBHDUU010000013.1:3952284-3954619', '+::HG00597#1#JBHDUU010000013.1:4801109-4803447', '+::HG00597#1#JBHDUU010000049.1:49264080-49266416', '+::HG00597#1#JBHDUU010000053.1:2045912-2048244', '+::HG00597#1#JBHDUU010000056.1:1232971-1235303', '+::HG00597#1#JBHDUU010000057.1:2585762-2588094', '+::HG00597#1#JBHDUU010000059.1:3213197-3215529', '+::HG00597#1#JBHDUU010000061.1:2293039-2295371', '+::HG00597#1#JBHDUU010000062.1:2535962-2538294']	16
mPanTro3	mPanTro3_numt171	NUMT_1336bp_75%	+::chr14_hap1_hsa13:195867-197203	HG01358	['+::HG01358#1#CM089051.1:94954468-94956861', '+::HG01358#1#CM089052.1:96401050-96403381', '+::HG01358#1#CM089053.1:49005831-49008167', '+::HG01358#1#CM089058.1:67067745-67070076', '+::HG01358#1#CM089064.1:30077226-30079459', '+::HG01358#1#JAGYZB020000002.1:252879-255215', '+::HG01358#1#JAGYZB020000013.1:219117-221453', '+::HG01358#1#JAGYZB020000013.1:3364661-3366996', '+::HG01358#1#JAGYZB020000013.1:4122492-4124830', '+::HG01358#1#JAGYZB020000017.1:197979-200317', '+::HG01358#1#JAGYZB020000017.1:3188596-3190934', '+::HG01358#1#JAGYZB020000018.1:25568936-25571273', '+::HG01358#1#JAGYZB020000021.1:1858791-1861123', '+::HG01358#1#JAGYZB020000040.1:2554825-2557157', '+::HG01358#1#JAGYZB020000058.1:2945410-2947742', '+::HG01358#1#JAGYZB020000059.1:1875558-1877890', '+::HG01358#1#JAGYZB020000063.1:11011497-11013833', '+::HG01358#1#JAGYZB020000065.1:1927100-1929431']	18
mPanTro3	mPanTro3_numt171	NUMT_1336bp_75%	+::chr14_hap1_hsa13:195867-197203	HG02572	['+::HG02572#1#CM088151.1:94761333-94763726', '+::HG02572#1#CM088152.1:95277842-95280173', '+::HG02572#1#CM088153.1:49382565-49384901', '+::HG02572#1#CM088158.1:66707033-66709364', '+::HG02572#1#CM088162.1:2775379-2777710', '+::HG02572#1#CM088167.1:31209342-31211575', '+::HG02572#1#JAHAOW020000007.1:345920-348258', '+::HG02572#1#JAHAOW020000008.1:131409984-131412321', '+::HG02572#1#JAHAOW020000012.1:3506408-3508743', '+::HG02572#1#JAHAOW020000012.1:4226754-4229092', '+::HG02572#1#JAHAOW020000033.1:751202-753533', '+::HG02572#1#JAHAOW020000036.1:328367-330705', '+::HG02572#1#JAHAOW020000039.1:2262086-2264418', '+::HG02572#1#JAHAOW020000041.1:11224229-11226565', '+::HG02572#1#JAHAOW020000043.1:2723074-2725407']	15
mPanTro3	mPanTro3_numt171	NUMT_1336bp_75%	+::chr14_hap1_hsa13:195867-197203	HG04184	['+::HG04184#1#CM086456.1:131811193-131813530', '+::HG04184#1#CM086457.1:91674842-91677235', '+::HG04184#1#CM086458.1:95345416-95347747', '+::HG04184#1#CM086462.1:67277962-67280292', '+::HG04184#1#CM086467.1:31124567-31126894', '+::HG04184#1#JBHDSH010000004.1:49372517-49374853', '+::HG04184#1#JBHDSH010000015.1:229286-231622', '+::HG04184#1#JBHDSH010000015.1:2885681-2888018', '+::HG04184#1#JBHDSH010000016.1:1970936-1973271', '+::HG04184#1#JBHDSH010000016.1:2804231-2806569', '+::HG04184#1#JBHDSH010000046.1:230723-233061', '+::HG04184#1#JBHDSH010000053.1:335845-338183', '+::HG04184#1#JBHDSH010000055.1:2833997-2836329', '+::HG04184#1#JBHDSH010000058.1:2502164-2504496', '+::HG04184#1#JBHDSH010000058.1:89590-91921', '+::HG04184#1#JBHDSH010000062.1:4534372-4536704', '+::HG04184#1#JBHDSH010000062.1:90610-92941', '+::HG04184#1#JBHDSH010000063.1:3464222-3466554', '+::HG04184#1#JBHDSH010000064.1:2748974-2751307', '+::HG04184#1#JBHDSH010000084.1:423948-426286']	20
mPanTro3	mPanTro3_numt172	NUMT_515bp_83%	+::chr14_hap1_hsa13:197276-197791	HG002	['+::HG002#1#chr13:1958159-1959674', '+::HG002#1#chr13:6294558-6296074', '+::HG002#1#chr13:7036688-7038202', '+::HG002#1#chr14:10028391-10029904', '+::HG002#1#chr14:8302458-8303971', '+::HG002#1#chr14:9165436-9166949', '+::HG002#1#chr1:142946613-142948135', '+::HG002#1#chr20:30829380-30830891', '+::HG002#1#chr21:1577561-1579073', '+::HG002#1#chr22:1950871-1952386', '+::HG002#1#chr22:3937007-3938521', '+::HG002#1#chr22:8155349-8156866', '+::HG002#1#chr22:9053960-9055473', '+::HG002#1#chr2:94603555-94605076', '+::HG002#1#chr3:95876680-95878202', '+::HG002#1#chr4:49412154-49413668', '+::HG002#1#chr9:57739183-57740699', '+::HG002#1#chrY:11351160-11352674']	18
mPanTro3	mPanTro3_numt172	NUMT_515bp_83%	+::chr14_hap1_hsa13:197276-197791	HG00597	['+::HG00597#1#CM085766.1:131380342-131381863', '+::HG00597#1#CM085767.1:95255935-95257456', '+::HG00597#1#CM085768.1:94645626-94647148', '+::HG00597#1#CM085772.1:60195142-60196659', '+::HG00597#1#CM085777.1:31215036-31216547', '+::HG00597#1#JBHDUU010000005.1:317987-319502', '+::HG00597#1#JBHDUU010000013.1:160317-161831', '+::HG00597#1#JBHDUU010000013.1:3953692-3955209', '+::HG00597#1#JBHDUU010000013.1:4800525-4802038', '+::HG00597#1#JBHDUU010000049.1:49265489-49267002', '+::HG00597#1#JBHDUU010000053.1:2045327-2046840', '+::HG00597#1#JBHDUU010000056.1:1232382-1233894', '+::HG00597#1#JBHDUU010000057.1:2585172-2586685', '+::HG00597#1#JBHDUU010000059.1:3212603-3214120', '+::HG00597#1#JBHDUU010000061.1:2292445-2293962', '+::HG00597#1#JBHDUU010000062.1:2535373-2536885']	16
mPanTro3	mPanTro3_numt172	NUMT_515bp_83%	+::chr14_hap1_hsa13:197276-197791	HG01358	['+::HG01358#1#CM089051.1:94953873-94955394', '+::HG01358#1#CM089052.1:96400454-96401973', '+::HG01358#1#CM089053.1:49007240-49008754', '+::HG01358#1#CM089058.1:67067154-67068671', '+::HG01358#1#CM089064.1:30076641-30078152', '+::HG01358#1#JAGYZB020000002.1:254287-255803', '+::HG01358#1#JAGYZB020000013.1:220525-222041', '+::HG01358#1#JAGYZB020000013.1:3364072-3365588', '+::HG01358#1#JAGYZB020000013.1:4121907-4123421', '+::HG01358#1#JAGYZB020000017.1:199389-200903', '+::HG01358#1#JAGYZB020000017.1:3188012-3189525', '+::HG01358#1#JAGYZB020000018.1:25568344-25569865', '+::HG01358#1#JAGYZB020000021.1:1858197-1859714', '+::HG01358#1#JAGYZB020000040.1:2554231-2555748', '+::HG01358#1#JAGYZB020000058.1:2944821-2946333', '+::HG01358#1#JAGYZB020000059.1:1874964-1876481', '+::HG01358#1#JAGYZB020000063.1:11012905-11014419', '+::HG01358#1#JAGYZB020000065.1:1926508-1928023']	18
mPanTro3	mPanTro3_numt172	NUMT_515bp_83%	+::chr14_hap1_hsa13:197276-197791	HG02572	['+::HG02572#1#CM088151.1:94760738-94762259', '+::HG02572#1#CM088152.1:95277244-95278765', '+::HG02572#1#CM088153.1:49383974-49385487', '+::HG02572#1#CM088158.1:66706442-66707959', '+::HG02572#1#CM088162.1:2774785-2776302', '+::HG02572#1#CM088167.1:31208757-31210268', '+::HG02572#1#JAHAOW020000007.1:347330-348844', '+::HG02572#1#JAHAOW020000008.1:131409391-131410913', '+::HG02572#1#JAHAOW020000012.1:3505819-3507335', '+::HG02572#1#JAHAOW020000012.1:4226170-4227683', '+::HG02572#1#JAHAOW020000033.1:750607-752125', '+::HG02572#1#JAHAOW020000036.1:329777-331291', '+::HG02572#1#JAHAOW020000039.1:2261493-2263009', '+::HG02572#1#JAHAOW020000041.1:11225637-11227151', '+::HG02572#1#JAHAOW020000043.1:2722480-2723998']	15
mPanTro3	mPanTro3_numt172	NUMT_515bp_83%	+::chr14_hap1_hsa13:197276-197791	HG04184	['+::HG04184#1#CM086456.1:131810600-131812122', '+::HG04184#1#CM086457.1:91674247-91675768', '+::HG04184#1#CM086458.1:95344817-95346339', '+::HG04184#1#CM086462.1:67277371-67278887', '+::HG04184#1#CM086467.1:31123982-31125493', '+::HG04184#1#JBHDSH010000004.1:49373926-49375439', '+::HG04184#1#JBHDSH010000015.1:230694-232210', '+::HG04184#1#JBHDSH010000015.1:2887090-2888602', '+::HG04184#1#JBHDSH010000016.1:1970347-1971863', '+::HG04184#1#JBHDSH010000016.1:2803646-2805160', '+::HG04184#1#JBHDSH010000055.1:2833408-2834920', '+::HG04184#1#JBHDSH010000058.1:2501573-2503087', '+::HG04184#1#JBHDSH010000062.1:4533783-4535295', '+::HG04184#1#JBHDSH010000063.1:3463631-3465145', '+::HG04184#1#JBHDSH010000064.1:2748378-2749898', '+::HG04184#1#JBHDSH010000084.1:425358-426872']	16
mPanTro3	mPanTro3_numt173	NUMT_952bp_74%	-::chr14_hap1_hsa13:4201352-4202304	HG002	['+::HG002#1#chr13:1960103-1962049', '+::HG002#1#chr13:6296503-6298449', '+::HG002#1#chr13:7038631-7040579', '+::HG002#1#chr14:10030333-10032281', '+::HG002#1#chr14:8304400-8306348', '+::HG002#1#chr14:9167378-9169326', '+::HG002#1#chr15:2293308-2295073', '+::HG002#1#chr1:142948564-142950512', '+::HG002#1#chr20:30831317-30833256', '+::HG002#1#chr21:1579502-1581446', '+::HG002#1#chr22:1952815-1954761', '+::HG002#1#chr22:3934614-3936577', '+::HG002#1#chr22:8152976-8154920', '+::HG002#1#chr22:9055902-9057850', '+::HG002#1#chr2:94605506-94607509', '+::HG002#1#chr3:95878630-95880574', '+::HG002#1#chr4:49409774-49411725', '+::HG002#1#chr9:57741129-57743069', '+::HG002#1#chrY:11348779-11350731']	19
mPanTro3	mPanTro3_numt173	NUMT_952bp_74%	-::chr14_hap1_hsa13:4201352-4202304	HG00597	['+::HG00597#1#CM085766.1:131382292-131384241', '+::HG00597#1#CM085767.1:95257886-95259887', '+::HG00597#1#CM085768.1:94647576-94649520', '+::HG00597#1#CM085772.1:60197089-60199029', '+::HG00597#1#CM085777.1:31216973-31218912', '+::HG00597#1#JBHDUU010000005.1:315607-317559', '+::HG00597#1#JBHDUU010000013.1:157926-159887', '+::HG00597#1#JBHDUU010000013.1:3951319-3953263', '+::HG00597#1#JBHDUU010000013.1:4802467-4804415', '+::HG00597#1#JBHDUU010000049.1:49263085-49265060', '+::HG00597#1#JBHDUU010000053.1:2047269-2049212', '+::HG00597#1#JBHDUU010000056.1:1234323-1236267', '+::HG00597#1#JBHDUU010000057.1:2587114-2589058', '+::HG00597#1#JBHDUU010000059.1:3214549-3216495', '+::HG00597#1#JBHDUU010000061.1:2294391-2296337', '+::HG00597#1#JBHDUU010000062.1:2537314-2539258']	16
mPanTro3	mPanTro3_numt173	NUMT_952bp_74%	-::chr14_hap1_hsa13:4201352-4202304	HG01358	['+::HG01358#1#CM089051.1:94955824-94957822', '+::HG01358#1#CM089052.1:96402401-96404345', '+::HG01358#1#CM089053.1:49004859-49006811', '+::HG01358#1#CM089058.1:67069101-67071041', '+::HG01358#1#CM089064.1:30078578-30080423', '+::HG01358#1#JAGYZB020000002.1:251909-253858', '+::HG01358#1#JAGYZB020000013.1:218147-220096', '+::HG01358#1#JAGYZB020000013.1:3366017-3367963', '+::HG01358#1#JAGYZB020000013.1:4123850-4125798', '+::HG01358#1#JAGYZB020000017.1:196996-198959', '+::HG01358#1#JAGYZB020000017.1:3189954-3191902', '+::HG01358#1#JAGYZB020000018.1:25570294-25572244', '+::HG01358#1#JAGYZB020000021.1:1860143-1862089', '+::HG01358#1#JAGYZB020000040.1:2556177-2558123', '+::HG01358#1#JAGYZB020000058.1:2946762-2948706', '+::HG01358#1#JAGYZB020000059.1:1876910-1878856', '+::HG01358#1#JAGYZB020000063.1:11010524-11012476', '+::HG01358#1#JAGYZB020000065.1:1928451-1930395']	18
mPanTro3	mPanTro3_numt173	NUMT_952bp_74%	-::chr14_hap1_hsa13:4201352-4202304	HG02572	['+::HG02572#1#CM088151.1:94762689-94764692', '+::HG02572#1#CM088152.1:95279193-95281137', '+::HG02572#1#CM088153.1:49381571-49383545', '+::HG02572#1#CM088158.1:66708389-66710329', '+::HG02572#1#CM088162.1:2776730-2778674', '+::HG02572#1#CM088167.1:31210694-31212539', '+::HG02572#1#JAHAOW020000007.1:344939-346900', '+::HG02572#1#JAHAOW020000008.1:131411342-131413291', '+::HG02572#1#JAHAOW020000012.1:3507764-3509710', '+::HG02572#1#JAHAOW020000012.1:4228112-4230060', '+::HG02572#1#JAHAOW020000033.1:752554-754499', '+::HG02572#1#JAHAOW020000036.1:327385-329347', '+::HG02572#1#JAHAOW020000039.1:2263438-2265384', '+::HG02572#1#JAHAOW020000041.1:11223256-11225208', '+::HG02572#1#JAHAOW020000043.1:2724427-2726371']	15
mPanTro3	mPanTro3_numt173	NUMT_952bp_74%	-::chr14_hap1_hsa13:4201352-4202304	HG04184	['+::HG04184#1#CM086456.1:131812551-131814500', '+::HG04184#1#CM086457.1:91676198-91678198', '+::HG04184#1#CM086458.1:95346767-95348711', '+::HG04184#1#CM086462.1:67279317-67281257', '+::HG04184#1#CM086467.1:31125919-31127858', '+::HG04184#1#JBHDSH010000004.1:49371523-49373497', '+::HG04184#1#JBHDSH010000015.1:228316-230265', '+::HG04184#1#JBHDSH010000015.1:2884711-2886661', '+::HG04184#1#JBHDSH010000016.1:1972292-1974238', '+::HG04184#1#JBHDSH010000016.1:2805589-2807537', '+::HG04184#1#JBHDSH010000046.1:229749-231702', '+::HG04184#1#JBHDSH010000053.1:334871-336824', '+::HG04184#1#JBHDSH010000055.1:2835349-2837293', '+::HG04184#1#JBHDSH010000058.1:2503516-2505462', '+::HG04184#1#JBHDSH010000058.1:88804-90565', '+::HG04184#1#JBHDSH010000062.1:4535724-4537668', '+::HG04184#1#JBHDSH010000062.1:89824-91585', '+::HG04184#1#JBHDSH010000063.1:3465574-3467520', '+::HG04184#1#JBHDSH010000064.1:2750327-2752271', '+::HG04184#1#JBHDSH010000084.1:422967-424928']	20
mPanTro3	mPanTro3_numt174	NUMT_1336bp_76%	+::chr14_hap1_hsa13:4202324-4203660	HG002	['+::HG002#1#chr13:1958752-1961083', '+::HG002#1#chr13:6295148-6297482', '+::HG002#1#chr13:7037274-7039611', '+::HG002#1#chr14:10028976-10031313', '+::HG002#1#chr14:8303043-8305380', '+::HG002#1#chr14:9166021-9168358', '+::HG002#1#chr15:2291953-2294283', '+::HG002#1#chr1:142947207-142949543', '+::HG002#1#chr20:30829967-30832292', '+::HG002#1#chr21:1578151-1580482', '+::HG002#1#chr22:1951464-1953795', '+::HG002#1#chr22:3935597-3937934', '+::HG002#1#chr22:8153941-8156275', '+::HG002#1#chr22:9054545-9056882', '+::HG002#1#chr2:94604151-94606543', '+::HG002#1#chr3:95877280-95879610', '+::HG002#1#chr4:49410745-49413080', '+::HG002#1#chr9:57739775-57742104', '+::HG002#1#chrY:11349752-11352087']	19
mPanTro3	mPanTro3_numt174	NUMT_1336bp_76%	+::chr14_hap1_hsa13:4202324-4203660	HG00597	['+::HG00597#1#CM085766.1:131380935-131383271', '+::HG00597#1#CM085767.1:95256531-95258923', '+::HG00597#1#CM085768.1:94646226-94648556', '+::HG00597#1#CM085772.1:60195734-60198064', '+::HG00597#1#CM085777.1:31215623-31217948', '+::HG00597#1#JBHDUU010000005.1:316582-318914', '+::HG00597#1#JBHDUU010000013.1:158907-161244', '+::HG00597#1#JBHDUU010000013.1:3952284-3954618', '+::HG00597#1#JBHDUU010000013.1:4801110-4803447', '+::HG00597#1#JBHDUU010000049.1:49264080-49266415', '+::HG00597#1#JBHDUU010000053.1:2045913-2048244', '+::HG00597#1#JBHDUU010000056.1:1232972-1235303', '+::HG00597#1#JBHDUU010000057.1:2585763-2588094', '+::HG00597#1#JBHDUU010000059.1:3213198-3215529', '+::HG00597#1#JBHDUU010000061.1:2293040-2295371', '+::HG00597#1#JBHDUU010000062.1:2535963-2538294']	16
mPanTro3	mPanTro3_numt174	NUMT_1336bp_76%	+::chr14_hap1_hsa13:4202324-4203660	HG01358	['+::HG01358#1#CM089051.1:94954469-94956861', '+::HG01358#1#CM089052.1:96401051-96403381', '+::HG01358#1#CM089053.1:49005831-49008166', '+::HG01358#1#CM089058.1:67067746-67070076', '+::HG01358#1#CM089064.1:30077228-30079459', '+::HG01358#1#JAGYZB020000002.1:252879-255214', '+::HG01358#1#JAGYZB020000013.1:219117-221452', '+::HG01358#1#JAGYZB020000013.1:3364662-3366996', '+::HG01358#1#JAGYZB020000013.1:4122493-4124830', '+::HG01358#1#JAGYZB020000017.1:197979-200316', '+::HG01358#1#JAGYZB020000017.1:3188597-3190934', '+::HG01358#1#JAGYZB020000018.1:25568937-25571273', '+::HG01358#1#JAGYZB020000021.1:1858792-1861123', '+::HG01358#1#JAGYZB020000040.1:2554826-2557157', '+::HG01358#1#JAGYZB020000058.1:2945411-2947742', '+::HG01358#1#JAGYZB020000059.1:1875559-1877890', '+::HG01358#1#JAGYZB020000063.1:11011497-11013832', '+::HG01358#1#JAGYZB020000065.1:1927101-1929431']	18
mPanTro3	mPanTro3_numt174	NUMT_1336bp_76%	+::chr14_hap1_hsa13:4202324-4203660	HG02572	['+::HG02572#1#CM088151.1:94761334-94763726', '+::HG02572#1#CM088152.1:95277843-95280173', '+::HG02572#1#CM088153.1:49382565-49384900', '+::HG02572#1#CM088158.1:66707034-66709364', '+::HG02572#1#CM088162.1:2775380-2777710', '+::HG02572#1#CM088167.1:31209344-31211575', '+::HG02572#1#JAHAOW020000007.1:345920-348257', '+::HG02572#1#JAHAOW020000008.1:131409985-131412321', '+::HG02572#1#JAHAOW020000012.1:3506409-3508743', '+::HG02572#1#JAHAOW020000012.1:4226755-4229092', '+::HG02572#1#JAHAOW020000033.1:751203-753533', '+::HG02572#1#JAHAOW020000036.1:328367-330704', '+::HG02572#1#JAHAOW020000039.1:2262087-2264418', '+::HG02572#1#JAHAOW020000041.1:11224229-11226564', '+::HG02572#1#JAHAOW020000043.1:2723075-2725407']	15
mPanTro3	mPanTro3_numt174	NUMT_1336bp_76%	+::chr14_hap1_hsa13:4202324-4203660	HG04184	['+::HG04184#1#CM086456.1:131811194-131813530', '+::HG04184#1#CM086457.1:91674843-91677235', '+::HG04184#1#CM086458.1:95345417-95347747', '+::HG04184#1#CM086462.1:67277963-67280292', '+::HG04184#1#CM086467.1:31124569-31126894', '+::HG04184#1#JBHDSH010000004.1:49372517-49374852', '+::HG04184#1#JBHDSH010000015.1:229286-231621', '+::HG04184#1#JBHDSH010000015.1:2885681-2888017', '+::HG04184#1#JBHDSH010000016.1:1970937-1973271', '+::HG04184#1#JBHDSH010000016.1:2804232-2806569', '+::HG04184#1#JBHDSH010000046.1:230723-233060', '+::HG04184#1#JBHDSH010000053.1:335845-338182', '+::HG04184#1#JBHDSH010000055.1:2833998-2836329', '+::HG04184#1#JBHDSH010000058.1:2502165-2504496', '+::HG04184#1#JBHDSH010000058.1:89590-91920', '+::HG04184#1#JBHDSH010000062.1:4534373-4536704', '+::HG04184#1#JBHDSH010000062.1:90610-92940', '+::HG04184#1#JBHDSH010000063.1:3464223-3466554', '+::HG04184#1#JBHDSH010000064.1:2748975-2751307', '+::HG04184#1#JBHDSH010000084.1:423948-426285']	20
mPanTro3	mPanTro3_numt175	NUMT_516bp_84%	+::chr14_hap1_hsa13:4203733-4204249	HG002	['+::HG002#1#chr13:1958158-1959674', '+::HG002#1#chr13:6294557-6296074', '+::HG002#1#chr13:7036687-7038202', '+::HG002#1#chr14:10028390-10029904', '+::HG002#1#chr14:8302457-8303971', '+::HG002#1#chr14:9165435-9166949', '+::HG002#1#chr15:2291367-2292878', '+::HG002#1#chr1:142946612-142948135', '+::HG002#1#chr20:30829379-30830891', '+::HG002#1#chr21:1577560-1579073', '+::HG002#1#chr22:1950870-1952386', '+::HG002#1#chr22:3937007-3938522', '+::HG002#1#chr22:8155349-8156867', '+::HG002#1#chr22:9053959-9055473', '+::HG002#1#chr2:94603554-94605076', '+::HG002#1#chr3:95876679-95878202', '+::HG002#1#chr4:49412154-49413669', '+::HG002#1#chr9:57739182-57740699', '+::HG002#1#chrY:11351160-11352675']	19
mPanTro3	mPanTro3_numt175	NUMT_516bp_84%	+::chr14_hap1_hsa13:4203733-4204249	HG00597	['+::HG00597#1#CM085766.1:131380341-131381863', '+::HG00597#1#CM085767.1:95255934-95257456', '+::HG00597#1#CM085768.1:94645625-94647148', '+::HG00597#1#CM085772.1:60195141-60196659', '+::HG00597#1#CM085777.1:31215035-31216547', '+::HG00597#1#JBHDUU010000005.1:317987-319503', '+::HG00597#1#JBHDUU010000013.1:160317-161832', '+::HG00597#1#JBHDUU010000013.1:3953692-3955210', '+::HG00597#1#JBHDUU010000013.1:4800524-4802038', '+::HG00597#1#JBHDUU010000049.1:49265489-49267003', '+::HG00597#1#JBHDUU010000053.1:2045326-2046840', '+::HG00597#1#JBHDUU010000056.1:1232381-1233894', '+::HG00597#1#JBHDUU010000057.1:2585171-2586685', '+::HG00597#1#JBHDUU010000059.1:3212602-3214120', '+::HG00597#1#JBHDUU010000061.1:2292444-2293962', '+::HG00597#1#JBHDUU010000062.1:2535372-2536885']	16
mPanTro3	mPanTro3_numt175	NUMT_516bp_84%	+::chr14_hap1_hsa13:4203733-4204249	HG01358	['+::HG01358#1#CM089051.1:94953872-94955394', '+::HG01358#1#CM089052.1:96400453-96401973', '+::HG01358#1#CM089053.1:49007240-49008755', '+::HG01358#1#CM089058.1:67067153-67068671', '+::HG01358#1#CM089064.1:30076640-30078152', '+::HG01358#1#JAGYZB020000002.1:254287-255804', '+::HG01358#1#JAGYZB020000013.1:220525-222042', '+::HG01358#1#JAGYZB020000013.1:3364071-3365588', '+::HG01358#1#JAGYZB020000013.1:4121906-4123421', '+::HG01358#1#JAGYZB020000017.1:199389-200904', '+::HG01358#1#JAGYZB020000017.1:3188011-3189525', '+::HG01358#1#JAGYZB020000018.1:25568343-25569865', '+::HG01358#1#JAGYZB020000021.1:1858196-1859714', '+::HG01358#1#JAGYZB020000040.1:2554230-2555748', '+::HG01358#1#JAGYZB020000058.1:2944820-2946333', '+::HG01358#1#JAGYZB020000059.1:1874963-1876481', '+::HG01358#1#JAGYZB020000063.1:11012905-11014420', '+::HG01358#1#JAGYZB020000065.1:1926507-1928023']	18
mPanTro3	mPanTro3_numt175	NUMT_516bp_84%	+::chr14_hap1_hsa13:4203733-4204249	HG02572	['+::HG02572#1#CM088151.1:94760737-94762259', '+::HG02572#1#CM088152.1:95277243-95278765', '+::HG02572#1#CM088153.1:49383974-49385488', '+::HG02572#1#CM088158.1:66706441-66707959', '+::HG02572#1#CM088162.1:2774784-2776302', '+::HG02572#1#CM088167.1:31208756-31210268', '+::HG02572#1#JAHAOW020000007.1:347330-348845', '+::HG02572#1#JAHAOW020000008.1:131409390-131410913', '+::HG02572#1#JAHAOW020000012.1:3505818-3507335', '+::HG02572#1#JAHAOW020000012.1:4226169-4227683', '+::HG02572#1#JAHAOW020000033.1:750606-752125', '+::HG02572#1#JAHAOW020000036.1:329777-331292', '+::HG02572#1#JAHAOW020000039.1:2261492-2263009', '+::HG02572#1#JAHAOW020000041.1:11225637-11227152', '+::HG02572#1#JAHAOW020000043.1:2722479-2723998']	15
mPanTro3	mPanTro3_numt175	NUMT_516bp_84%	+::chr14_hap1_hsa13:4203733-4204249	HG04184	['+::HG04184#1#CM086456.1:131810599-131812122', '+::HG04184#1#CM086457.1:91674246-91675768', '+::HG04184#1#CM086458.1:95344816-95346339', '+::HG04184#1#CM086462.1:67277370-67278887', '+::HG04184#1#CM086467.1:31123981-31125493', '+::HG04184#1#JBHDSH010000004.1:49373926-49375440', '+::HG04184#1#JBHDSH010000015.1:230694-232211', '+::HG04184#1#JBHDSH010000015.1:2887090-2888603', '+::HG04184#1#JBHDSH010000016.1:1970346-1971863', '+::HG04184#1#JBHDSH010000016.1:2803645-2805160', '+::HG04184#1#JBHDSH010000055.1:2833407-2834920', '+::HG04184#1#JBHDSH010000058.1:2501572-2503087', '+::HG04184#1#JBHDSH010000062.1:4533782-4535295', '+::HG04184#1#JBHDSH010000063.1:3463630-3465145', '+::HG04184#1#JBHDSH010000064.1:2748377-2749898', '+::HG04184#1#JBHDSH010000084.1:425358-426873']	16
mPanTro3	mPanTro3_numt177	NUMT_516bp_84%	-::chr14_hap1_hsa13:9812914-9813430	HG002	['+::HG002#1#chr13:1958159-1959675', '+::HG002#1#chr13:6294558-6296075', '+::HG002#1#chr13:7036688-7038203', '+::HG002#1#chr14:10028391-10029905', '+::HG002#1#chr14:8302458-8303972', '+::HG002#1#chr14:9165436-9166950', '+::HG002#1#chr1:142946613-142948136', '+::HG002#1#chr20:30829380-30830892', '+::HG002#1#chr21:1577561-1579074', '+::HG002#1#chr22:1950871-1952387', '+::HG002#1#chr22:3937006-3938521', '+::HG002#1#chr22:8155348-8156866', '+::HG002#1#chr22:9053960-9055474', '+::HG002#1#chr2:94603555-94605077', '+::HG002#1#chr3:95876680-95878203', '+::HG002#1#chr4:49412153-49413668', '+::HG002#1#chr9:57739183-57740700', '+::HG002#1#chrY:11351159-11352674']	18
mPanTro3	mPanTro3_numt177	NUMT_516bp_84%	-::chr14_hap1_hsa13:9812914-9813430	HG00597	['+::HG00597#1#CM085766.1:131380342-131381864', '+::HG00597#1#CM085767.1:95255935-95257457', '+::HG00597#1#CM085768.1:94645626-94647149', '+::HG00597#1#CM085772.1:60195142-60196660', '+::HG00597#1#CM085777.1:31215036-31216548', '+::HG00597#1#JBHDUU010000005.1:317986-319502', '+::HG00597#1#JBHDUU010000013.1:160316-161831', '+::HG00597#1#JBHDUU010000013.1:3953691-3955209', '+::HG00597#1#JBHDUU010000013.1:4800525-4802039', '+::HG00597#1#JBHDUU010000049.1:49265488-49267002', '+::HG00597#1#JBHDUU010000053.1:2045327-2046841', '+::HG00597#1#JBHDUU010000056.1:1232382-1233895', '+::HG00597#1#JBHDUU010000057.1:2585172-2586686', '+::HG00597#1#JBHDUU010000059.1:3212603-3214121', '+::HG00597#1#JBHDUU010000061.1:2292445-2293963', '+::HG00597#1#JBHDUU010000062.1:2535373-2536886']	16
